areacode,owned_outright,owned_mortgage,private_rented,social_rented
S00136379,8,10,33,2
S00136380,15,40,2,2
S00136381,4,9,35,3
S00136382,17,19,0,5
S00136383,23,15,3,0
S00136384,13,14,3,9
S00136385,13,9,30,22
S00136386,13,7,4,26
S00136387,9,10,25,37
S00136388,10,9,30,17
S00136389,28,28,7,1
S00136390,7,9,33,28
S00136391,3,22,5,15
S00136392,11,15,31,1
S00136393,3,4,1,42
S00136394,13,13,2,19
S00136395,32,34,9,2
S00136396,9,3,14,24
S00136397,24,25,5,1
S00136398,8,16,34,1
S00136399,3,2,11,43
S00136400,17,10,3,5
S00136401,3,5,16,42
S00136402,27,10,2,1
S00136403,6,40,5,1
S00136404,6,3,1,24
S00136405,1,4,37,9
S00136406,9,6,29,15
S00136407,8,9,15,46
S00136408,32,27,24,3
S00136409,13,15,11,31
S00136410,5,47,3,0
S00136411,8,13,35,1
S00136412,12,5,26,1
S00136413,1,8,39,5
S00136414,12,29,1,9
S00136415,22,15,18,1
S00136416,32,20,7,3
S00136417,14,10,23,0
S00136418,18,16,12,0
S00136419,27,11,7,11
S00136420,34,14,1,0
S00136421,9,2,6,31
S00136422,16,28,23,9
S00136423,20,18,2,3
S00136424,9,5,5,38
S00136425,6,20,44,8
S00136426,5,13,47,1
S00136427,14,14,18,2
S00136428,4,1,1,47
S00136429,30,25,14,3
S00136430,8,12,43,5
S00136431,40,21,9,3
S00136432,2,13,60,6
S00136433,24,16,0,9
S00136434,9,5,38,3
S00136435,13,0,8,34
S00136436,0,0,18,46
S00136437,14,15,51,2
S00136438,6,6,56,1
S00136439,8,4,14,70
S00136440,6,7,30,6
S00136441,29,6,7,1
S00136442,8,8,50,5
S00136443,11,0,5,39
S00136444,0,3,7,53
S00136445,14,16,42,3
S00136446,24,17,4,3
S00136447,6,8,45,9
S00136448,45,4,2,3
S00136449,24,20,19,0
S00136450,22,6,3,11
S00136451,20,19,10,1
S00136452,15,14,1,9
S00136453,5,5,13,34
S00136454,7,8,30,4
S00136455,38,14,1,0
S00136456,30,18,0,1
S00136457,10,13,43,3
S00136458,15,17,32,2
S00136459,10,10,24,3
S00136460,4,14,32,2
S00136461,48,19,5,1
S00136462,26,10,3,1
S00136463,18,37,4,1
S00136464,11,4,34,3
S00136465,23,9,6,2
S00136466,7,12,29,1
S00136467,2,1,6,71
S00136468,38,21,9,2
S00136469,9,12,31,16
S00136470,10,11,33,7
S00136471,3,8,37,1
S00136472,1,3,55,2
S00136473,2,8,29,2
S00136474,8,12,41,1
S00136475,31,11,4,1
S00136476,13,14,7,2
S00136477,14,8,25,2
S00136478,2,0,58,4
S00136479,13,15,31,2
S00136480,14,8,35,22
S00136481,0,14,13,28
S00136482,34,22,5,2
S00136483,19,14,6,2
S00136484,14,5,13,36
S00136485,19,25,19,0
S00136486,5,8,30,15
S00136487,8,5,3,32
S00136488,5,14,32,0
S00136489,6,12,38,1
S00136490,14,22,6,0
S00136491,19,13,11,1
S00136492,20,12,20,1
S00136493,7,14,40,21
S00136494,40,26,9,3
S00136495,8,10,20,5
S00136496,29,8,3,3
S00136497,1,12,34,1
S00136498,4,12,46,1
S00136499,27,20,5,2
S00136500,19,18,27,3
S00136501,25,15,4,2
S00136502,28,17,23,1
S00136503,3,8,36,6
S00136504,10,20,6,1
S00136505,43,21,2,1
S00136506,24,13,34,5
S00136507,30,15,0,2
S00136508,21,19,38,2
S00136509,29,25,12,1
S00136510,4,7,66,0
S00136511,13,18,1,0
S00136512,3,11,37,0
S00136513,30,23,2,2
S00136514,22,27,8,0
S00136515,24,18,14,2
S00136516,3,17,47,1
S00136517,17,18,4,1
S00136518,12,6,30,58
S00136519,9,8,6,55
S00136520,51,19,3,1
S00136521,1,5,27,34
S00136522,31,21,5,2
S00136523,26,15,0,3
S00136524,8,10,36,4
S00136525,4,5,39,21
S00136526,3,10,30,1
S00136527,14,14,41,4
S00136528,6,15,19,2
S00136529,11,9,14,1
S00136530,38,10,1,1
S00136531,27,7,8,1
S00136532,18,10,8,44
S00136533,31,15,0,1
S00136534,11,13,61,5
S00136535,7,8,22,7
S00136536,17,9,22,0
S00136537,20,11,14,2
S00136538,1,4,58,2
S00136539,28,18,5,1
S00136540,5,15,21,3
S00136541,32,8,1,0
S00136542,17,10,8,4
S00136543,19,25,7,3
S00136544,2,2,20,9
S00136545,23,16,5,2
S00136546,2,7,27,19
S00136547,6,16,28,0
S00136548,22,16,1,2
S00136549,3,7,31,32
S00136550,13,12,47,3
S00136551,8,23,30,1
S00136552,33,16,2,0
S00136553,19,9,3,37
S00136554,13,15,39,1
S00136555,21,13,22,1
S00136556,6,0,5,27
S00136557,9,6,21,1
S00136558,16,16,22,8
S00136559,8,0,2,33
S00136560,2,4,3,47
S00136561,13,11,8,15
S00136562,23,10,4,4
S00136563,8,5,24,3
S00136564,38,22,18,2
S00136565,35,21,1,0
S00136566,20,13,4,0
S00136567,2,7,32,4
S00136568,5,12,23,3
S00136569,14,11,4,38
S00136570,7,14,28,2
S00136571,17,11,6,5
S00136572,6,9,26,1
S00136573,10,16,28,1
S00136574,24,10,9,1
S00136575,7,14,2,31
S00136576,9,21,36,2
S00136577,25,8,6,2
S00136578,17,14,14,3
S00136579,1,5,52,0
S00136580,9,14,25,21
S00136581,8,10,25,1
S00136582,25,15,24,5
S00136583,7,9,21,4
S00136584,3,6,36,0
S00136585,16,22,9,3
S00136586,15,7,12,1
S00136587,10,14,20,1
S00136588,10,28,12,0
S00136589,9,11,31,0
S00136590,20,24,30,0
S00136591,24,11,13,1
S00136592,57,18,1,1
S00136593,18,21,25,0
S00136594,8,12,25,3
S00136595,2,17,44,2
S00136596,7,13,22,1
S00136597,17,16,21,1
S00136598,16,15,15,3
S00136599,14,10,37,3
S00136600,8,7,58,0
S00136601,8,13,36,3
S00136602,41,20,1,4
S00136603,7,23,43,8
S00136604,21,5,4,0
S00136605,5,15,48,21
S00136606,8,11,52,7
S00136607,6,5,41,5
S00136608,7,19,35,1
S00136609,9,21,15,14
S00136610,8,13,9,3
S00136611,9,9,26,4
S00136612,9,11,26,1
S00136613,2,13,28,2
S00136614,8,10,22,3
S00136615,4,2,19,12
S00136616,33,23,19,0
S00136617,10,4,37,3
S00136618,10,14,13,19
S00136619,8,17,10,0
S00136620,22,17,15,13
S00136621,19,16,46,0
S00136622,9,16,43,3
S00136623,6,1,42,0
S00136624,23,15,3,5
S00136625,6,17,16,2
S00136626,32,13,6,1
S00136627,15,16,26,8
S00136628,14,9,5,18
S00136629,4,30,10,1
S00136630,4,20,57,2
S00136631,3,34,16,2
S00136632,5,15,28,1
S00136633,34,11,1,1
S00136634,11,3,29,2
S00136635,8,12,27,11
S00136636,8,16,47,4
S00136637,30,20,14,3
S00136638,12,23,31,2
S00136639,15,7,39,1
S00136640,15,7,27,11
S00136641,14,25,33,1
S00136642,13,12,48,1
S00136643,3,10,41,1
S00136644,5,15,32,5
S00136645,11,24,22,1
S00136646,10,15,45,1
S00136647,20,22,41,0
S00136648,21,16,27,2
S00136649,20,14,14,2
S00136650,15,30,37,3
S00136651,12,15,32,6
S00136652,9,13,24,2
S00136653,2,14,18,5
S00136654,10,19,34,6
S00136655,17,20,37,6
S00136656,14,19,3,1
S00136657,17,18,41,4
S00136658,8,15,18,0
S00136659,9,14,42,7
S00136660,27,16,1,3
S00136661,11,22,16,5
S00136662,27,9,11,0
S00136663,3,21,6,38
S00136664,28,13,2,3
S00136665,18,18,31,1
S00136666,7,6,6,28
S00136667,7,17,28,0
S00136668,5,17,34,6
S00136669,25,14,18,1
S00136670,29,23,13,0
S00136671,7,9,15,1
S00136672,14,18,9,6
S00136673,14,21,35,1
S00136674,7,11,29,0
S00136675,22,27,14,1
S00136676,3,28,1,4
S00136677,29,28,14,4
S00136678,32,21,3,1
S00136679,17,29,20,3
S00136680,31,23,26,0
S00136681,8,25,38,4
S00136682,20,24,29,2
S00136683,34,10,4,1
S00136684,4,10,23,1
S00136685,17,25,30,4
S00136686,16,22,17,4
S00136687,18,28,16,0
S00136688,0,15,3,46
S00136689,10,18,32,7
S00136690,4,7,15,21
S00136691,23,29,3,2
S00136692,5,7,5,56
S00136693,8,18,27,12
S00136694,30,24,2,2
S00136695,36,14,2,0
S00136696,7,8,6,46
S00136697,33,19,6,5
S00136698,4,6,31,18
S00136699,20,15,6,2
S00136700,20,25,17,0
S00136701,8,9,4,24
S00136702,16,11,18,2
S00136703,12,26,30,2
S00136704,22,15,1,4
S00136705,22,11,1,0
S00136706,9,6,19,12
S00136707,21,12,19,1
S00136708,23,14,5,3
S00136709,49,20,5,2
S00136710,28,18,7,1
S00136711,24,25,13,6
S00136712,7,8,2,48
S00136713,18,21,29,0
S00136714,7,16,21,2
S00136715,32,27,11,1
S00136716,4,67,1,4
S00136717,5,12,32,6
S00136718,22,18,8,2
S00136719,4,3,8,46
S00136720,10,14,43,13
S00136721,20,32,26,7
S00136722,11,18,22,13
S00136723,26,16,7,1
S00136724,37,22,12,0
S00136725,10,11,21,0
S00136726,9,15,27,13
S00136727,15,15,7,2
S00136728,5,11,33,12
S00136729,7,10,5,45
S00136730,3,15,29,1
S00136731,16,21,13,2
S00136732,10,14,8,1
S00136733,27,27,2,1
S00136734,16,12,21,32
S00136735,32,26,2,1
S00136736,26,15,1,3
S00136737,6,6,14,54
S00136738,7,7,19,15
S00136739,11,9,3,22
S00136740,21,23,15,16
S00136741,6,8,11,28
S00136742,38,22,2,0
S00136743,10,12,5,0
S00136744,10,14,22,29
S00136745,21,20,23,3
S00136746,12,19,14,34
S00136747,25,12,2,0
S00136748,15,25,2,0
S00136749,26,26,2,1
S00136750,10,19,38,0
S00136751,23,18,0,0
S00136752,12,13,29,26
S00136753,34,24,3,0
S00136754,13,21,12,2
S00136755,29,15,10,1
S00136756,16,4,7,37
S00136757,13,19,15,13
S00136758,14,14,12,1
S00136759,38,2,0,2
S00136760,8,7,1,32
S00136761,15,22,18,1
S00136762,11,18,42,11
S00136763,3,10,26,7
S00136764,31,9,3,15
S00136765,17,17,16,13
S00136766,20,16,32,8
S00136767,28,14,4,0
S00136768,5,53,7,4
S00136769,24,22,17,1
S00136770,7,11,18,27
S00136771,29,15,2,0
S00136772,14,10,39,10
S00136773,3,9,7,47
S00136774,13,14,3,4
S00136775,15,17,20,0
S00136776,2,8,0,50
S00136777,19,17,3,3
S00136778,13,7,5,23
S00136779,13,16,38,2
S00136780,64,1,11,4
S00136781,26,18,4,15
S00136782,40,14,6,2
S00136783,17,12,22,3
S00136784,9,10,14,20
S00136785,17,22,25,2
S00136786,27,34,0,4
S00136787,0,14,1,34
S00136788,14,13,28,0
S00136789,5,11,9,51
S00136790,38,23,14,5
S00136791,2,39,3,4
S00136792,4,5,0,22
S00136793,0,2,1,34
S00136794,5,13,0,42
S00136795,33,17,1,0
S00136796,7,12,9,42
S00136797,8,13,48,1
S00136798,41,16,1,1
S00136799,7,4,3,29
S00136800,25,19,8,0
S00136801,21,16,5,0
S00136802,2,3,1,32
S00136803,2,10,2,40
S00136804,7,3,6,65
S00136805,0,3,1,70
S00136806,15,13,0,1
S00136807,14,11,9,0
S00136808,30,21,7,0
S00136809,13,19,6,43
S00136810,2,8,2,72
S00136811,31,21,19,1
S00136812,7,19,25,1
S00136813,10,23,22,0
S00136814,29,18,11,1
S00136815,24,22,6,0
S00136816,18,11,2,0
S00136817,11,18,23,30
S00136818,3,1,3,58
S00136819,30,11,6,0
S00136820,27,14,3,1
S00136821,2,3,7,53
S00136822,6,11,33,0
S00136823,13,12,8,21
S00136824,25,17,6,0
S00136825,10,2,5,29
S00136826,1,5,5,41
S00136827,19,40,0,2
S00136828,14,11,22,26
S00136829,7,6,2,61
S00136830,18,7,25,17
S00136831,6,9,4,30
S00136832,33,31,10,4
S00136833,21,13,6,1
S00136834,31,19,6,0
S00136835,36,14,8,2
S00136836,17,7,7,22
S00136837,31,19,3,3
S00136838,19,14,7,2
S00136839,12,16,12,2
S00136840,28,10,4,1
S00136841,27,40,8,0
S00136842,27,16,15,5
S00136843,9,10,37,0
S00136844,5,6,2,58
S00136845,20,21,10,4
S00136846,27,15,4,1
S00136847,17,16,11,1
S00136848,26,11,22,9
S00136849,26,17,30,2
S00136850,15,13,2,1
S00136851,1,3,14,30
S00136852,20,15,0,0
S00136853,2,5,4,36
S00136854,44,19,3,0
S00136855,9,15,7,0
S00136856,19,14,2,12
S00136857,22,13,0,3
S00136858,36,23,8,1
S00136859,17,14,5,2
S00136860,16,11,1,18
S00136861,16,22,13,0
S00136862,12,6,23,3
S00136863,8,5,1,31
S00136864,17,10,2,15
S00136865,10,14,1,15
S00136866,10,18,27,8
S00136867,33,13,2,1
S00136868,16,16,2,17
S00136869,1,2,11,45
S00136870,29,17,4,0
S00136871,37,1,3,11
S00136872,28,18,1,23
S00136873,19,9,7,42
S00136874,19,21,13,0
S00136875,7,12,2,27
S00136876,0,13,3,34
S00136877,21,13,8,4
S00136878,24,20,1,2
S00136879,13,13,3,0
S00136880,43,24,4,1
S00136881,38,23,3,1
S00136882,13,14,24,2
S00136883,29,21,11,1
S00136884,21,25,4,0
S00136885,16,19,7,5
S00136886,0,1,1,52
S00136887,21,19,19,1
S00136888,9,14,3,15
S00136889,26,13,0,0
S00136890,24,28,2,2
S00136891,7,9,22,7
S00136892,26,23,3,3
S00136893,12,25,25,2
S00136894,3,14,20,5
S00136895,33,37,2,0
S00136896,11,7,5,17
S00136897,1,45,1,2
S00136898,6,1,1,46
S00136899,26,15,5,0
S00136900,17,10,3,36
S00136901,4,1,0,31
S00136902,40,25,4,1
S00136903,17,12,19,1
S00136904,2,2,0,36
S00136905,20,16,4,0
S00136906,21,14,5,1
S00136907,9,0,2,46
S00136908,40,22,5,1
S00136909,15,5,3,18
S00136910,44,28,1,3
S00136911,41,8,3,1
S00136912,10,14,2,0
S00136913,27,21,2,0
S00136914,34,27,17,2
S00136915,25,15,3,2
S00136916,17,11,3,27
S00136917,46,24,7,0
S00136918,25,19,31,5
S00136919,48,22,4,1
S00136920,4,5,2,32
S00136921,29,30,7,1
S00136922,7,11,2,18
S00136923,32,22,12,2
S00136924,2,4,2,31
S00136925,15,9,5,3
S00136926,6,10,6,24
S00136927,22,18,4,1
S00136928,38,12,5,2
S00136929,27,8,6,0
S00136930,6,14,29,6
S00136931,14,13,2,12
S00136932,25,32,20,0
S00136933,31,23,7,0
S00136934,36,14,5,1
S00136935,16,10,11,25
S00136936,11,17,9,24
S00136937,30,18,0,1
S00136938,32,30,7,1
S00136939,20,15,15,15
S00136940,43,20,8,1
S00136941,57,19,4,2
S00136942,14,3,7,20
S00136943,16,17,1,0
S00136944,15,11,22,32
S00136945,24,21,3,1
S00136946,26,12,4,5
S00136947,18,15,12,20
S00136948,44,27,1,1
S00136949,20,16,3,38
S00136950,47,21,0,1
S00136951,21,15,2,0
S00136952,12,19,5,11
S00136953,1,4,13,59
S00136954,29,17,4,2
S00136955,14,20,12,21
S00136956,31,22,3,0
S00136957,16,9,21,1
S00136958,52,32,1,2
S00136959,15,14,5,11
S00136960,2,3,2,42
S00136961,6,20,37,3
S00136962,14,15,15,10
S00136963,8,12,21,16
S00136964,28,15,4,1
S00136965,17,20,3,6
S00136966,29,24,9,0
S00136967,25,22,1,1
S00136968,38,25,2,1
S00136969,5,5,49,6
S00136970,4,6,18,43
S00136971,12,49,1,0
S00136972,12,33,2,0
S00136973,12,21,30,10
S00136974,18,7,42,1
S00136975,18,18,7,11
S00136976,21,25,1,1
S00136977,19,16,16,17
S00136978,34,11,10,1
S00136979,37,24,14,2
S00136980,22,14,11,17
S00136981,11,20,8,7
S00136982,39,22,0,2
S00136983,14,10,9,47
S00136984,29,28,16,3
S00136985,23,18,4,14
S00136986,16,8,14,40
S00136987,17,16,0,5
S00136988,11,12,15,10
S00136989,20,16,1,2
S00136990,32,20,6,0
S00136991,14,26,22,8
S00136992,14,21,6,5
S00136993,7,37,3,1
S00136994,18,8,0,0
S00136995,11,12,9,38
S00136996,13,14,5,8
S00136997,9,15,3,7
S00136998,14,54,4,1
S00136999,20,9,4,12
S00137000,6,7,6,19
S00137001,19,15,9,10
S00137002,15,18,1,12
S00137003,24,17,2,13
S00137004,9,3,9,32
S00137005,0,2,8,26
S00137006,15,21,16,21
S00137007,9,10,5,18
S00137008,27,18,1,0
S00137009,25,24,5,13
S00137010,24,25,2,0
S00137011,5,16,27,23
S00137012,19,22,15,20
S00137013,9,6,11,38
S00137014,21,20,5,5
S00137015,17,14,3,5
S00137016,23,21,6,15
S00137017,26,15,1,1
S00137018,3,0,5,39
S00137019,17,20,2,31
S00137020,13,12,6,10
S00137021,2,5,8,24
S00137022,13,16,4,11
S00137023,10,16,3,12
S00137024,20,17,18,17
S00137025,10,5,17,35
S00137026,21,8,1,12
S00137027,22,24,2,6
S00137028,31,16,1,2
S00137029,5,8,2,29
S00137030,27,11,8,24
S00137031,6,16,8,26
S00137032,13,37,7,3
S00137033,31,25,1,1
S00137034,15,10,1,10
S00137035,3,8,8,57
S00137036,14,12,6,9
S00137037,21,13,2,2
S00137038,17,11,4,9
S00137039,3,3,2,40
S00137040,14,13,3,19
S00137041,24,19,3,13
S00137042,27,21,6,3
S00137043,33,19,5,3
S00137044,18,15,8,8
S00137045,17,6,5,8
S00137046,32,24,3,3
S00137047,18,3,5,0
S00137048,10,20,1,12
S00137049,14,9,22,5
S00137050,19,14,7,26
S00137051,12,1,7,18
S00137052,3,7,7,28
S00137053,14,15,10,26
S00137054,21,17,13,10
S00137055,26,22,5,3
S00137056,14,13,8,14
S00137057,26,17,2,0
S00137058,15,14,4,1
S00137059,43,26,9,0
S00137060,9,11,3,5
S00137061,41,23,0,2
S00137062,16,12,6,38
S00137063,15,11,9,16
S00137064,31,25,5,14
S00137065,18,17,7,36
S00137066,21,9,12,1
S00137067,8,17,3,49
S00137068,31,15,4,3
S00137069,14,14,8,24
S00137070,23,27,3,27
S00137071,6,7,4,12
S00137072,35,16,4,2
S00137073,27,23,4,14
S00137074,38,17,8,1
S00137075,14,15,0,8
S00137076,32,32,8,1
S00137077,43,26,0,4
S00137078,14,13,2,2
S00137079,4,9,7,14
S00137080,7,0,0,37
S00137081,17,20,0,23
S00137082,18,17,5,20
S00137083,18,16,5,25
S00137084,22,19,3,1
S00137085,42,17,4,0
S00137086,37,24,0,7
S00137087,26,20,2,13
S00137088,22,14,6,2
S00137089,11,18,2,1
S00137090,8,18,2,21
S00137091,6,10,7,21
S00137092,10,17,9,22
S00137093,16,17,4,29
S00137094,26,16,1,0
S00137095,12,21,2,12
S00137096,12,4,2,24
S00137097,23,8,3,1
S00137098,26,28,3,2
S00137099,8,12,3,11
S00137100,21,38,3,2
S00137101,58,19,5,6
S00137102,23,16,7,3
S00137103,50,16,5,0
S00137104,43,9,13,5
S00137105,29,18,6,5
S00137106,17,22,4,19
S00137107,26,12,6,29
S00137108,23,14,3,2
S00137109,14,11,15,4
S00137110,29,16,4,4
S00137111,12,17,3,9
S00137112,12,21,0,10
S00137113,17,19,3,1
S00137114,18,11,1,10
S00137115,12,18,2,19
S00137116,33,9,2,4
S00137117,24,13,2,1
S00137118,16,12,0,13
S00137119,23,10,5,35
S00137120,18,13,1,9
S00137121,25,12,4,5
S00137122,32,16,5,3
S00137123,29,14,1,0
S00137124,40,15,3,2
S00137125,25,16,2,3
S00137126,22,20,0,5
S00137127,43,17,9,2
S00137128,9,10,7,1
S00137129,30,17,2,1
S00137130,21,8,1,0
S00137131,18,12,2,4
S00137132,27,19,1,8
S00137133,16,15,4,13
S00137134,30,13,0,2
S00137135,12,22,0,9
S00137136,3,20,1,1
S00137137,23,12,3,2
S00137138,24,10,4,1
S00137139,26,26,2,1
S00137140,15,18,4,0
S00137141,16,54,4,1
S00137142,34,30,5,0
S00137143,14,27,5,2
S00137144,24,18,2,3
S00137145,53,3,1,1
S00137146,31,34,3,3
S00137147,13,23,0,3
S00137148,13,18,1,2
S00137149,10,7,10,2
S00137150,71,5,0,2
S00137151,57,18,4,0
S00137152,23,21,2,1
S00137153,27,20,3,1
S00137154,2,29,4,0
S00137155,27,16,2,0
S00137156,11,11,0,9
S00137157,21,26,4,4
S00137158,43,17,3,2
S00137159,30,31,1,1
S00137160,22,13,2,0
S00137161,31,22,4,8
S00137162,24,24,3,0
S00137163,22,25,4,8
S00137164,35,22,4,1
S00137165,30,23,1,1
S00137166,12,14,1,7
S00137167,19,30,3,3
S00137168,29,17,2,25
S00137169,5,32,8,2
S00137170,29,39,5,4
S00137171,18,9,0,6
S00137172,6,39,7,2
S00137173,25,33,1,5
S00137174,28,31,0,3
S00137175,30,44,10,2
S00137176,38,23,5,0
S00137177,15,22,10,2
S00137178,22,13,0,2
S00137179,3,52,22,4
S00137180,51,27,0,2
S00137181,25,21,4,1
S00137182,1,14,11,16
S00137183,28,35,8,1
S00137184,26,9,0,0
S00137185,23,33,6,3
S00137186,10,61,5,2
S00137187,29,40,6,4
S00137188,6,35,12,3
S00137189,19,10,3,0
S00137190,17,17,5,10
S00137191,7,48,3,1
S00137192,35,23,5,21
S00137193,16,19,3,3
S00137194,12,21,6,6
S00137195,23,26,0,2
S00137196,23,18,3,27
S00137197,3,65,0,8
S00137198,16,38,8,3
S00137199,7,19,4,16
S00137200,31,12,4,13
S00137201,31,28,0,2
S00137202,12,33,2,1
S00137203,11,49,3,6
S00137204,10,11,4,15
S00137205,34,29,6,5
S00137206,14,25,4,15
S00137207,26,11,1,2
S00137208,28,7,0,2
S00137209,3,17,5,16
S00137210,35,22,0,1
S00137211,25,32,3,8
S00137212,19,13,2,11
S00137213,50,25,5,2
S00137214,21,25,1,17
S00137215,23,9,3,3
S00137216,19,16,3,7
S00137217,17,12,3,19
S00137218,26,23,6,0
S00137219,17,15,3,0
S00137220,11,9,4,8
S00137221,22,9,3,6
S00137222,4,20,0,2
S00137223,15,24,1,4
S00137224,15,10,1,13
S00137225,23,14,0,0
S00137226,26,16,4,0
S00137227,27,14,2,1
S00137228,24,25,6,2
S00137229,23,26,2,0
S00137230,21,18,2,17
S00137231,12,27,10,2
S00137232,13,9,4,28
S00137233,30,23,7,1
S00137234,26,9,2,2
S00137235,30,11,1,6
S00137236,23,21,7,0
S00137237,15,17,9,3
S00137238,16,7,3,8
S00137239,7,15,7,1
S00137240,13,30,5,2
S00137241,23,18,6,2
S00137242,16,17,12,10
S00137243,9,17,8,1
S00137244,21,35,4,6
S00137245,12,13,3,16
S00137246,36,26,2,1
S00137247,16,37,2,0
S00137248,22,28,5,1
S00137249,8,21,4,1
S00137250,28,14,13,9
S00137251,32,53,4,1
S00137252,16,21,17,7
S00137253,15,29,5,9
S00137254,12,23,13,1
S00137255,28,19,2,1
S00137256,19,6,14,13
S00137257,21,35,3,0
S00137258,22,37,15,0
S00137259,23,21,20,0
S00137260,14,35,3,0
S00137261,24,9,2,0
S00137262,13,22,2,2
S00137263,13,34,4,0
S00137264,4,28,14,2
S00137265,36,24,14,3
S00137266,16,35,6,0
S00137267,7,42,3,0
S00137268,18,14,2,1
S00137269,11,31,3,0
S00137270,37,11,12,4
S00137271,22,16,4,2
S00137272,25,11,4,3
S00137273,23,12,4,10
S00137274,21,9,2,2
S00137275,32,17,1,17
S00137276,25,10,4,22
S00137277,39,19,5,16
S00137278,1,8,6,50
S00137279,48,11,10,2
S00137280,61,16,0,9
S00137281,30,13,3,13
S00137282,22,13,6,0
S00137283,19,12,2,12
S00137284,18,30,1,29
S00137285,18,8,3,2
S00137286,1,8,7,45
S00137287,27,22,6,1
S00137288,26,16,2,25
S00137289,5,7,4,50
S00137290,15,12,14,32
S00137291,19,21,5,15
S00137292,6,0,9,33
S00137293,38,18,9,7
S00137294,21,16,7,21
S00137295,15,22,13,21
S00137296,24,15,1,29
S00137297,15,1,3,37
S00137298,3,9,4,30
S00137299,8,10,2,27
S00137300,14,6,7,21
S00137301,9,5,23,33
S00137302,11,7,9,34
S00137303,5,2,6,29
S00137304,26,17,4,9
S00137305,19,29,3,1
S00137306,25,19,14,15
S00137307,23,18,13,18
S00137308,12,20,6,10
S00137309,11,0,2,67
S00137310,13,3,22,25
S00137311,10,6,4,39
S00137312,1,5,1,65
S00137313,9,5,9,22
S00137314,11,4,6,45
S00137315,2,4,4,29
S00137316,25,8,6,27
S00137317,16,1,17,13
S00137318,6,6,17,30
S00137319,19,13,28,12
S00137320,39,9,11,4
S00137321,24,15,4,36
S00137322,13,10,7,23
S00137323,8,13,1,3
S00137324,2,1,2,47
S00137325,25,6,6,23
S00137326,23,5,10,55
S00137327,31,9,10,33
S00137328,29,18,7,2
S00137329,9,12,4,2
S00137330,36,18,13,0
S00137331,28,24,10,8
S00137332,12,9,9,45
S00137333,34,14,3,3
S00137334,5,2,2,58
S00137335,35,23,6,4
S00137336,21,10,8,4
S00137337,12,11,6,44
S00137338,20,20,2,19
S00137339,4,2,3,45
S00137340,33,19,4,4
S00137341,33,23,12,4
S00137342,12,10,5,10
S00137343,17,14,8,54
S00137344,15,16,4,5
S00137345,27,18,8,18
S00137346,13,9,2,41
S00137347,38,6,2,5
S00137348,9,8,5,31
S00137349,10,6,3,35
S00137350,26,8,1,7
S00137351,12,9,1,7
S00137352,25,19,3,3
S00137353,24,8,0,1
S00137354,8,4,7,17
S00137355,12,10,1,9
S00137356,24,11,4,19
S00137357,11,6,4,26
S00137358,24,23,6,15
S00137359,26,14,1,16
S00137360,22,12,5,27
S00137361,11,8,3,19
S00137362,41,21,4,10
S00137363,19,19,7,11
S00137364,12,9,4,31
S00137365,37,20,5,4
S00137366,27,16,3,4
S00137367,13,55,1,1
S00137368,21,5,3,1
S00137369,7,9,3,49
S00137370,12,8,2,21
S00137371,10,1,2,14
S00137372,29,5,3,35
S00137373,34,34,0,4
S00137374,10,8,0,15
S00137375,26,12,0,26
S00137376,3,7,1,34
S00137377,14,9,10,26
S00137378,22,17,11,11
S00137379,36,12,2,8
S00137380,41,19,3,14
S00137381,9,2,2,28
S00137382,24,20,4,1
S00137383,52,27,1,2
S00137384,15,17,4,27
S00137385,16,14,2,18
S00137386,20,12,6,33
S00137387,41,16,3,12
S00137388,27,21,14,27
S00137389,17,2,0,19
S00137390,25,11,5,1
S00137391,34,24,6,6
S00137392,18,23,4,7
S00137393,25,19,5,19
S00137394,7,31,1,0
S00137395,42,22,5,2
S00137396,16,6,1,9
S00137397,13,6,4,8
S00137398,25,11,0,6
S00137399,30,19,13,3
S00137400,22,57,2,0
S00137401,37,19,10,3
S00137402,35,17,1,2
S00137403,37,18,0,6
S00137404,33,16,0,1
S00137405,3,3,2,28
S00137406,24,12,1,2
S00137407,22,12,6,0
S00137408,25,12,1,1
S00137409,25,13,2,1
S00137410,44,15,4,8
S00137411,53,10,4,8
S00137412,39,20,5,3
S00137413,25,7,1,0
S00137414,25,18,2,0
S00137415,41,22,8,3
S00137416,19,17,1,14
S00137417,20,8,0,1
S00137418,21,16,1,1
S00137419,40,29,1,3
S00137420,23,13,8,35
S00137421,22,12,12,4
S00137422,24,40,0,5
S00137423,36,16,0,0
S00137424,35,13,4,2
S00137425,18,5,1,2
S00137426,33,17,2,13
S00137427,24,15,6,16
S00137428,30,7,4,0
S00137429,20,18,3,1
S00137430,22,13,5,25
