hidp,s1_urbanrural,s2_hh_size,s3_hhtenure
74147226,urban,hhsize_4,social_rented
74160826,rural,hhsize_2,owned_mortgage
74167626,rural,hhsize_4,owned_outright
74174426,rural,hhsize_4,owned_outright
74181226,urban,hhsize_2,private_rented
74188026,rural,hhsize_1,owned_outright
74194826,urban,hhsize_1,owned_outright
74201626,urban,hhsize_1,owned_outright
74208426,rural,hhsize_2,owned_outright
74215226,urban,hhsize_3,private_rented
74222026,urban,hhsize_1,private_rented
74228826,rural,hhsize_1,social_rented
74235626,rural,hhsize_5,owned_mortgage
74242426,urban,hhsize_2,owned_mortgage
74249226,rural,hhsize_1,owned_outright
74262826,rural,hhsize_3,owned_outright
74269626,urban,hhsize_2,private_rented
74276426,rural,hhsize_1,owned_outright
74283226,rural,hhsize_5,owned_mortgage
74296826,rural,hhsize_1,owned_outright
74303626,rural,hhsize_2,owned_outright
74330826,rural,hhsize_2,owned_outright
74337626,urban,hhsize_2,owned_outright
74344426,urban,hhsize_5,owned_mortgage
74358026,urban,hhsize_1,private_rented
74371626,rural,hhsize_2,owned_outright
74378426,rural,hhsize_2,owned_mortgage
74392026,urban,hhsize_1,private_rented
74398826,urban,hhsize_1,owned_outright
74405626,urban,hhsize_2,owned_outright
74412426,urban,hhsize_1,owned_outright
74419226,urban,hhsize_1,owned_outright
74426026,rural,hhsize_2,owned_outright
74446426,urban,hhsize_1,owned_mortgage
74453226,rural,hhsize_1,owned_outright
74460026,urban,hhsize_2,social_rented
74466826,urban,hhsize_4,owned_mortgage
74473626,urban,hhsize_4,owned_mortgage
74480426,urban,hhsize_1,owned_mortgage
74494026,urban,hhsize_2,owned_outright
74500826,urban,hhsize_1,owned_mortgage
74507626,urban,hhsize_4,social_rented
74514426,urban,hhsize_3,owned_mortgage
89834826,urban,hhsize_1,owned_mortgage
89943626,urban,hhsize_1,owned_outright
89977626,urban,hhsize_8,social_rented
90004826,urban,hhsize_1,owned_outright
90025226,urban,hhsize_6,social_rented
90038826,urban,hhsize_1,social_rented
90059226,urban,hhsize_4,private_rented
90072826,urban,hhsize_2,private_rented
90079626,urban,hhsize_1,social_rented
90093226,urban,hhsize_3,private_rented
90113626,urban,hhsize_4,owned_mortgage
90127226,urban,hhsize_2,private_rented
90147626,urban,hhsize_4,owned_mortgage
90161226,urban,hhsize_2,owned_mortgage
90242826,urban,hhsize_4,owned_mortgage
90256426,urban,hhsize_2,owned_mortgage
90263226,urban,hhsize_1,social_rented
90283626,urban,hhsize_3,private_rented
90365226,urban,hhsize_2,owned_mortgage
90419626,urban,hhsize_3,owned_mortgage
90494426,urban,hhsize_5,private_rented
90508026,urban,hhsize_5,private_rented
90535226,urban,hhsize_3,owned_mortgage
90542026,urban,hhsize_1,owned_mortgage
90582826,urban,hhsize_2,owned_outright
90596426,urban,hhsize_4,owned_mortgage
90616826,urban,hhsize_4,private_rented
90671226,rural,hhsize_1,owned_mortgage
90746026,urban,hhsize_1,owned_outright
90752826,urban,hhsize_1,owned_outright
90759626,urban,hhsize_1,social_rented
90780026,urban,hhsize_1,owned_mortgage
90882026,urban,hhsize_2,owned_mortgage
90895626,urban,hhsize_2,owned_mortgage
90970426,urban,hhsize_2,private_rented
91004426,urban,hhsize_6,social_rented
91099626,urban,hhsize_3,social_rented
91126826,urban,hhsize_1,owned_outright
91140426,urban,hhsize_4,owned_outright
91154026,urban,hhsize_4,owned_mortgage
91174426,rural,hhsize_2,owned_outright
91194826,rural,hhsize_2,owned_outright
91296826,urban,hhsize_4,owned_mortgage
91317226,urban,hhsize_2,owned_outright
91330826,urban,hhsize_5,owned_mortgage
91344426,urban,hhsize_2,owned_mortgage
91351226,urban,hhsize_2,owned_outright
91358026,urban,hhsize_2,owned_outright
91378426,urban,hhsize_2,owned_mortgage
91419226,rural,hhsize_4,owned_mortgage
91473626,urban,hhsize_1,private_rented
91541626,urban,hhsize_2,owned_mortgage
91589226,urban,hhsize_3,owned_mortgage
91596026,urban,hhsize_2,owned_outright
91732026,urban,hhsize_1,owned_outright
91738826,urban,hhsize_3,owned_mortgage
91772826,urban,hhsize_3,owned_mortgage
91840826,urban,hhsize_2,owned_mortgage
91861226,urban,hhsize_2,owned_outright
91868026,urban,hhsize_2,owned_mortgage
91895226,urban,hhsize_1,owned_outright
91902026,urban,hhsize_3,owned_mortgage
91908826,urban,hhsize_2,owned_mortgage
91983626,urban,hhsize_3,owned_outright
92010826,urban,hhsize_1,owned_outright
92119626,urban,hhsize_1,social_rented
92126426,urban,hhsize_4,social_rented
92153626,urban,hhsize_1,owned_outright
92160426,urban,hhsize_1,owned_outright
92194426,urban,hhsize_2,owned_outright
92228426,urban,hhsize_1,owned_outright
92262426,urban,hhsize_1,owned_outright
92282826,urban,hhsize_2,owned_mortgage
92289626,urban,hhsize_2,private_rented
92364426,urban,hhsize_1,owned_outright
92459626,urban,hhsize_1,social_rented
92548026,rural,hhsize_2,private_rented
92568426,rural,hhsize_3,owned_mortgage
92588826,rural,hhsize_3,owned_outright
92670426,urban,hhsize_2,owned_outright
92860826,urban,hhsize_4,social_rented
92928826,rural,hhsize_1,owned_outright
92935626,rural,hhsize_2,owned_outright
93003626,urban,hhsize_3,owned_mortgage
93044426,urban,hhsize_2,owned_outright
93160026,urban,hhsize_2,owned_outright
93309626,urban,hhsize_4,private_rented
93330026,urban,hhsize_1,private_rented
93364026,urban,hhsize_4,owned_mortgage
93438826,urban,hhsize_2,owned_mortgage
93493226,urban,hhsize_1,owned_mortgage
93540826,urban,hhsize_1,owned_mortgage
93554426,rural,hhsize_1,owned_outright
93561226,rural,hhsize_1,social_rented
93602026,urban,hhsize_2,owned_outright
93636026,urban,hhsize_2,owned_outright
93642826,urban,hhsize_1,owned_outright
93656426,urban,hhsize_5,owned_mortgage
93758426,urban,hhsize_1,social_rented
93901226,urban,hhsize_4,owned_mortgage
93935226,urban,hhsize_1,social_rented
93948826,urban,hhsize_2,owned_mortgage
93976026,rural,hhsize_4,owned_mortgage
94023626,rural,hhsize_2,owned_mortgage
94044026,urban,hhsize_2,owned_mortgage
94084826,rural,hhsize_4,owned_mortgage
94132426,urban,hhsize_3,owned_mortgage
94152826,urban,hhsize_1,private_rented
94159626,rural,hhsize_2,owned_mortgage
94173226,rural,hhsize_3,owned_mortgage
94214026,rural,hhsize_2,owned_outright
94261626,rural,hhsize_2,owned_mortgage
94384026,urban,hhsize_1,social_rented
94411226,rural,hhsize_2,owned_outright
94418026,rural,hhsize_2,private_rented
94452026,rural,hhsize_1,owned_outright
94479226,urban,hhsize_3,owned_mortgage
94520026,urban,hhsize_2,owned_mortgage
94526826,rural,hhsize_2,owned_mortgage
94560826,urban,hhsize_1,private_rented
94642426,rural,hhsize_4,owned_mortgage
94669626,rural,hhsize_1,owned_outright
94690026,urban,hhsize_2,owned_mortgage
94710426,urban,hhsize_3,owned_outright
94778426,rural,hhsize_1,private_rented
94792026,urban,hhsize_1,owned_mortgage
94798826,urban,hhsize_1,private_rented
94826026,urban,hhsize_2,owned_outright
94832826,urban,hhsize_2,owned_outright
94839626,urban,hhsize_4,owned_mortgage
94853226,urban,hhsize_2,owned_outright
94880426,urban,hhsize_1,private_rented
94955226,urban,hhsize_3,owned_outright
94975626,rural,hhsize_1,owned_outright
95023226,urban,hhsize_2,private_rented
95036826,urban,hhsize_3,social_rented
95043626,rural,hhsize_4,owned_mortgage
95070826,urban,hhsize_1,owned_mortgage
95077626,urban,hhsize_1,social_rented
95125226,urban,hhsize_1,social_rented
95138826,urban,hhsize_1,owned_outright
95152426,urban,hhsize_2,private_rented
95206826,urban,hhsize_3,social_rented
95220426,urban,hhsize_2,owned_outright
95404026,rural,hhsize_1,private_rented
95410826,rural,hhsize_1,owned_mortgage
95431226,urban,hhsize_2,private_rented
95553626,urban,hhsize_2,owned_outright
95614826,rural,hhsize_2,owned_outright
95635226,urban,hhsize_4,owned_outright
95648826,urban,hhsize_3,social_rented
95655626,urban,hhsize_2,owned_outright
95662426,urban,hhsize_4,owned_mortgage
95669226,urban,hhsize_4,social_rented
95716826,urban,hhsize_2,owned_mortgage
95778026,rural,hhsize_2,owned_mortgage
95791626,rural,hhsize_2,social_rented
95846026,urban,hhsize_2,owned_outright
95852826,urban,hhsize_1,private_rented
95907226,rural,hhsize_2,social_rented
95927626,rural,hhsize_1,private_rented
95961626,urban,hhsize_2,owned_mortgage
95975226,urban,hhsize_3,owned_mortgage
95995626,urban,hhsize_3,social_rented
96016026,urban,hhsize_3,social_rented
96022826,urban,hhsize_2,owned_outright
96036426,urban,hhsize_2,owned_mortgage
96090826,urban,hhsize_1,owned_mortgage
96091506,urban,hhsize_2,owned_outright
96104426,urban,hhsize_1,owned_mortgage
96152026,urban,hhsize_1,private_rented
96158826,rural,hhsize_2,owned_outright
96186026,urban,hhsize_1,owned_mortgage
96247226,urban,hhsize_4,social_rented
96254026,rural,hhsize_1,owned_outright
96294826,urban,hhsize_1,social_rented
96301626,urban,hhsize_1,social_rented
96369626,urban,hhsize_1,private_rented
96383226,urban,hhsize_2,owned_outright
96485226,urban,hhsize_2,owned_mortgage
96512426,urban,hhsize_4,owned_mortgage
96546426,urban,hhsize_2,social_rented
96566826,urban,hhsize_2,owned_outright
96587226,urban,hhsize_1,private_rented
96594026,urban,hhsize_2,owned_mortgage
96607626,urban,hhsize_2,owned_mortgage
96634826,urban,hhsize_5,social_rented
96648426,urban,hhsize_4,owned_outright
96750426,urban,hhsize_1,private_rented
96764026,urban,hhsize_3,private_rented
96845626,rural,hhsize_2,owned_outright
96893226,urban,hhsize_1,owned_mortgage
96900026,urban,hhsize_2,owned_mortgage
96954426,rural,hhsize_2,owned_mortgage
97002026,urban,hhsize_3,owned_outright
97022426,urban,hhsize_1,private_rented
97097226,rural,hhsize_2,owned_mortgage
97124426,urban,hhsize_1,owned_outright
97151626,urban,hhsize_1,private_rented
97165226,rural,hhsize_3,social_rented
97172026,rural,hhsize_2,owned_outright
97240026,rural,hhsize_1,private_rented
104801626,rural,hhsize_1,owned_outright
104822026,urban,hhsize_1,social_rented
104835626,urban,hhsize_4,social_rented
104849226,urban,hhsize_2,owned_outright
104856026,urban,hhsize_1,private_rented
104998826,rural,hhsize_2,private_rented
105026026,rural,hhsize_1,owned_outright
105039626,urban,hhsize_2,owned_outright
105141626,urban,hhsize_2,owned_mortgage
105148426,rural,hhsize_4,owned_mortgage
136006826,rural,hhsize_4,owned_mortgage
136013626,rural,hhsize_1,owned_outright
136034026,rural,hhsize_1,owned_mortgage
136040826,urban,hhsize_4,owned_mortgage
136047626,urban,hhsize_1,social_rented
136054426,urban,hhsize_1,owned_mortgage
136061226,urban,hhsize_4,social_rented
136074826,urban,hhsize_1,social_rented
136081626,urban,hhsize_5,owned_mortgage
136088426,urban,hhsize_3,owned_mortgage
136095226,urban,hhsize_2,owned_outright
136102026,urban,hhsize_4,social_rented
136108826,urban,hhsize_2,private_rented
136115626,rural,hhsize_2,private_rented
136116306,urban,hhsize_1,private_rented
136129226,urban,hhsize_1,owned_outright
136149626,urban,hhsize_4,owned_mortgage
136156426,urban,hhsize_3,private_rented
136163226,urban,hhsize_3,owned_mortgage
136170026,urban,hhsize_1,social_rented
136190426,urban,hhsize_1,social_rented
136197226,urban,hhsize_1,owned_outright
136210826,urban,hhsize_2,social_rented
136217626,urban,hhsize_3,social_rented
136224426,urban,hhsize_3,owned_outright
136238026,urban,hhsize_4,social_rented
136251626,urban,hhsize_2,owned_outright
136299226,rural,hhsize_1,owned_outright
136312826,rural,hhsize_3,social_rented
136319626,urban,hhsize_5,owned_mortgage
136326426,urban,hhsize_3,owned_mortgage
136333226,urban,hhsize_2,social_rented
136340026,urban,hhsize_2,owned_outright
136346826,rural,hhsize_2,private_rented
136353626,rural,hhsize_3,social_rented
136360426,urban,hhsize_1,owned_outright
136374026,urban,hhsize_1,private_rented
136380826,urban,hhsize_2,owned_outright
136387626,urban,hhsize_2,owned_outright
136394426,urban,hhsize_1,owned_outright
136401226,urban,hhsize_2,owned_outright
136414826,urban,hhsize_2,owned_mortgage
136421626,urban,hhsize_2,owned_outright
136428426,rural,hhsize_2,owned_outright
136435226,rural,hhsize_6,owned_outright
136442026,rural,hhsize_2,owned_outright
136448826,rural,hhsize_2,owned_outright
136455626,urban,hhsize_5,owned_mortgage
136462426,urban,hhsize_2,owned_outright
136469226,urban,hhsize_1,owned_outright
136489626,urban,hhsize_2,owned_outright
136496426,urban,hhsize_2,owned_outright
136503226,urban,hhsize_3,owned_outright
136516826,urban,hhsize_2,owned_outright
136523626,urban,hhsize_2,owned_outright
136530426,urban,hhsize_2,owned_mortgage
136537226,urban,hhsize_2,owned_outright
136544026,urban,hhsize_2,owned_outright
136550826,urban,hhsize_1,owned_mortgage
136557626,urban,hhsize_1,owned_mortgage
136564426,urban,hhsize_2,owned_outright
136571226,urban,hhsize_3,owned_outright
136584826,urban,hhsize_1,owned_outright
136605226,urban,hhsize_4,social_rented
136612026,urban,hhsize_2,owned_mortgage
136618826,urban,hhsize_1,owned_outright
136625626,urban,hhsize_2,owned_outright
136632426,urban,hhsize_3,private_rented
136639226,urban,hhsize_3,owned_mortgage
136646026,urban,hhsize_2,owned_mortgage
136652826,urban,hhsize_2,private_rented
136659626,urban,hhsize_1,owned_mortgage
136666426,urban,hhsize_4,owned_mortgage
136673226,urban,hhsize_3,social_rented
136686826,urban,hhsize_1,private_rented
136693626,urban,hhsize_1,owned_mortgage
136694306,urban,hhsize_2,private_rented
136714026,urban,hhsize_8,social_rented
136727626,urban,hhsize_1,private_rented
136761626,urban,hhsize_1,private_rented
136768426,urban,hhsize_2,owned_mortgage
136775226,urban,hhsize_6,owned_mortgage
136782026,urban,hhsize_2,social_rented
136788826,rural,hhsize_1,owned_outright
136795626,rural,hhsize_1,social_rented
136802426,rural,hhsize_1,owned_outright
136809226,rural,hhsize_4,owned_outright
136816026,urban,hhsize_1,owned_outright
136822826,urban,hhsize_2,owned_outright
136829626,urban,hhsize_1,social_rented
136836426,urban,hhsize_1,owned_outright
136850026,urban,hhsize_2,owned_outright
136856826,urban,hhsize_2,owned_mortgage
136863626,urban,hhsize_2,owned_mortgage
136870426,urban,hhsize_2,owned_mortgage
136877226,urban,hhsize_5,owned_mortgage
136884026,urban,hhsize_2,private_rented
136890826,urban,hhsize_1,private_rented
136897626,rural,hhsize_4,owned_mortgage
136904426,urban,hhsize_2,owned_outright
136905106,urban,hhsize_2,owned_mortgage
136911226,urban,hhsize_2,owned_mortgage
136918026,urban,hhsize_2,owned_mortgage
136924826,urban,hhsize_1,owned_outright
136945226,urban,hhsize_1,private_rented
136952026,urban,hhsize_1,owned_outright
136958826,rural,hhsize_1,owned_outright
136965626,urban,hhsize_2,owned_outright
136979226,urban,hhsize_2,social_rented
136986026,urban,hhsize_1,private_rented
136999626,rural,hhsize_3,social_rented
137013226,urban,hhsize_1,owned_mortgage
137026826,urban,hhsize_4,owned_mortgage
137040426,urban,hhsize_2,private_rented
137054026,rural,hhsize_3,owned_mortgage
137060826,urban,hhsize_3,owned_mortgage
137067626,urban,hhsize_1,private_rented
137074426,urban,hhsize_2,owned_outright
137081226,rural,hhsize_2,owned_mortgage
137088026,rural,hhsize_2,owned_outright
137094826,rural,hhsize_2,owned_outright
137101626,rural,hhsize_2,owned_outright
137108426,urban,hhsize_2,private_rented
137115226,urban,hhsize_1,private_rented
137122026,urban,hhsize_2,social_rented
137128826,urban,hhsize_3,private_rented
137142426,urban,hhsize_2,owned_outright
137149226,urban,hhsize_3,owned_mortgage
137156026,urban,hhsize_1,owned_outright
137162826,urban,hhsize_2,owned_outright
137176426,urban,hhsize_3,private_rented
137183226,urban,hhsize_4,owned_mortgage
137190026,urban,hhsize_1,private_rented
137196826,rural,hhsize_1,owned_outright
137203626,rural,hhsize_2,social_rented
137217226,rural,hhsize_4,owned_outright
137224026,rural,hhsize_2,owned_outright
137230826,rural,hhsize_1,social_rented
137237626,urban,hhsize_4,owned_outright
137244426,urban,hhsize_2,private_rented
137251226,urban,hhsize_4,owned_mortgage
137258026,urban,hhsize_2,owned_mortgage
137272306,rural,hhsize_2,owned_mortgage
137285226,urban,hhsize_2,owned_mortgage
137292026,urban,hhsize_1,owned_mortgage
137298826,urban,hhsize_1,owned_outright
137319226,urban,hhsize_2,owned_outright
137332826,urban,hhsize_2,owned_outright
137339626,rural,hhsize_1,owned_outright
137346426,urban,hhsize_2,private_rented
137353226,urban,hhsize_1,social_rented
137366826,urban,hhsize_1,owned_outright
137373626,rural,hhsize_2,owned_outright
137380426,urban,hhsize_3,owned_outright
137400826,urban,hhsize_2,owned_outright
137407626,urban,hhsize_1,private_rented
137414426,urban,hhsize_1,owned_outright
137455226,urban,hhsize_1,owned_outright
137462026,urban,hhsize_4,owned_mortgage
137468826,urban,hhsize_1,owned_outright
137482426,rural,hhsize_2,owned_outright
137489226,urban,hhsize_4,owned_mortgage
137496026,urban,hhsize_2,owned_mortgage
137502826,urban,hhsize_1,owned_mortgage
137509626,rural,hhsize_2,owned_mortgage
137523226,urban,hhsize_2,owned_outright
137530026,rural,hhsize_1,owned_outright
137536826,urban,hhsize_1,private_rented
137557226,urban,hhsize_3,private_rented
137564026,urban,hhsize_2,private_rented
137570826,rural,hhsize_1,owned_mortgage
137577626,urban,hhsize_1,private_rented
137584426,urban,hhsize_3,social_rented
137591226,urban,hhsize_1,social_rented
137598026,urban,hhsize_1,private_rented
137604826,urban,hhsize_4,owned_mortgage
137605506,urban,hhsize_1,private_rented
137611626,urban,hhsize_2,private_rented
137625226,urban,hhsize_4,social_rented
137638826,urban,hhsize_2,owned_outright
137645626,urban,hhsize_2,owned_mortgage
137652426,urban,hhsize_1,owned_outright
137659226,urban,hhsize_1,owned_outright
137666026,urban,hhsize_3,owned_outright
137672826,urban,hhsize_1,owned_outright
137679626,urban,hhsize_2,owned_outright
137686426,rural,hhsize_1,owned_outright
