areacode,hhsize_1,hhsize_2,hhsize_3,hhsize_4,hhsize_5,hhsize_6,hhsize_7,hhsize_8
S00135967,10,13,6,8,4,1,0,0
S00135968,20,30,14,6,0,1,0,2
S00135969,37,8,3,2,2,0,0,0
S00135970,20,17,4,5,3,0,0,0
S00135971,42,25,3,4,0,0,0,0
S00135972,47,19,0,1,0,2,0,0
S00135973,21,15,7,7,2,1,0,2
S00135974,21,21,4,1,2,0,1,1
S00135975,35,13,6,0,1,0,0,0
S00135976,50,23,3,0,0,0,0,0
S00135977,8,16,6,3,0,1,0,1
S00135978,19,20,0,2,1,0,1,0
S00135979,28,10,4,4,0,0,0,0
S00135980,10,5,15,9,1,0,0,0
S00135981,4,23,9,14,4,1,0,0
S00135982,31,18,3,1,0,1,0,0
S00135983,20,14,8,10,0,1,1,0
S00135984,29,23,8,5,0,0,0,0
S00135985,41,14,3,3,5,0,0,2
S00135986,33,20,8,1,0,0,2,2
S00135987,17,16,8,2,0,0,1,0
S00135988,10,9,5,6,0,0,0,0
S00135989,38,19,5,1,0,0,0,0
S00135990,6,12,2,7,1,0,0,0
S00135991,24,15,3,1,0,0,0,0
S00135992,23,17,4,0,2,2,0,1
S00135993,15,19,12,3,0,0,1,1
S00135994,10,26,13,13,1,2,1,0
S00135995,7,7,9,3,1,0,0,0
S00135996,7,21,18,14,2,0,0,0
S00135997,50,17,5,3,0,0,0,2
S00135998,21,16,7,3,1,0,0,0
S00135999,48,15,5,1,0,0,0,0
S00136000,43,27,4,2,1,1,1,0
S00136001,41,16,0,0,0,2,0,0
S00136002,29,18,5,4,1,1,0,1
S00136003,40,9,4,0,0,0,0,0
S00136004,14,10,4,6,1,0,0,0
S00136005,23,18,2,11,5,2,0,0
S00136006,22,17,3,0,0,1,0,0
S00136007,10,25,8,13,4,2,2,1
S00136008,14,13,3,5,1,0,0,2
S00136009,45,25,2,1,1,1,0,0
S00136010,17,20,10,11,1,0,0,1
S00136011,46,23,7,2,1,0,0,0
S00136012,44,16,10,0,1,1,0,0
S00136013,36,13,6,0,0,2,0,0
S00136014,21,12,8,10,4,0,1,0
S00136015,54,16,4,1,1,1,0,1
S00136016,27,19,4,7,1,0,2,1
S00136017,36,26,8,4,5,0,0,0
S00136018,38,27,7,4,4,0,0,1
S00136019,36,21,4,0,0,0,1,0
S00136020,20,29,13,3,0,0,0,0
S00136021,15,16,1,0,2,0,1,0
S00136022,12,22,14,7,1,0,0,0
S00136023,28,6,1,5,0,1,0,0
S00136024,10,16,5,5,2,0,2,0
S00136025,11,20,11,6,0,1,0,0
S00136026,21,15,15,7,3,0,0,1
S00136027,13,9,5,4,3,0,1,0
S00136028,38,7,1,2,0,0,0,2
S00136029,8,12,2,11,1,0,1,0
S00136030,13,15,10,5,0,0,0,0
S00136031,29,21,8,2,0,0,1,2
S00136032,36,23,4,3,1,0,0,0
S00136033,30,18,6,12,3,0,1,0
S00136034,35,19,7,3,0,0,1,0
S00136035,45,37,4,1,0,1,0,0
S00136036,33,18,6,2,1,0,0,1
S00136037,17,13,6,4,4,0,0,0
S00136038,17,14,4,6,0,0,0,0
S00136039,25,16,4,0,0,1,3,1
S00136040,12,16,5,6,0,0,0,0
S00136041,20,17,16,6,3,0,0,1
S00136042,14,16,3,9,1,0,3,0
S00136043,12,13,6,5,2,0,0,0
S00136044,20,17,2,1,0,1,0,0
S00136045,17,19,17,9,0,0,0,0
S00136046,12,16,6,2,3,1,0,0
S00136047,18,24,13,3,4,0,0,0
S00136048,17,23,4,6,1,0,0,1
S00136049,31,14,7,10,0,0,1,4
S00136050,9,24,9,11,3,1,0,0
S00136051,14,15,6,4,5,2,1,0
S00136052,13,17,1,3,0,0,0,0
S00136053,9,15,3,8,2,0,1,0
S00136054,51,24,5,0,0,1,0,0
S00136055,50,19,1,4,0,1,1,5
S00136056,42,16,2,1,1,1,0,0
S00136057,19,18,5,9,5,1,0,0
S00136058,60,13,0,1,0,0,1,1
S00136059,19,19,5,1,2,0,0,0
S00136060,16,16,9,4,2,0,1,0
S00136061,34,32,7,2,4,0,0,0
S00136062,10,7,7,8,1,0,0,2
S00136063,39,20,2,2,0,0,0,0
S00136064,27,22,10,6,2,0,0,1
S00136065,38,22,4,2,0,0,0,0
S00136066,22,15,3,2,0,0,0,0
S00136067,8,8,5,7,1,0,2,0
S00136068,43,16,7,4,1,1,0,0
S00136069,28,24,6,10,2,1,0,0
S00136070,16,20,4,2,0,0,0,0
S00136071,18,15,24,10,6,2,1,0
S00136072,34,13,2,3,0,0,0,0
S00136073,16,12,15,1,1,2,0,0
S00136074,24,13,7,5,1,0,0,0
S00136075,29,26,5,0,0,0,1,0
S00136076,46,26,6,1,0,1,0,0
S00136077,14,16,6,4,2,0,0,1
S00136078,6,22,12,25,4,1,0,0
S00136079,23,14,2,0,1,0,0,1
S00136080,28,32,7,5,0,0,1,0
S00136081,20,12,2,2,2,0,1,1
S00136082,33,9,2,0,1,0,3,0
S00136083,29,23,2,2,1,1,1,1
S00136084,15,20,10,2,0,0,1,0
S00136085,19,14,4,4,1,0,1,1
S00136086,14,35,0,1,0,0,0,1
S00136087,33,17,7,1,0,0,3,0
S00136088,42,17,2,0,0,0,0,0
S00136089,14,39,7,8,1,0,1,2
S00136090,15,23,4,7,1,0,0,0
S00136091,15,21,9,13,1,1,0,0
S00136092,13,26,20,11,1,1,0,1
S00136093,31,17,14,2,1,0,0,0
S00136094,8,13,5,1,6,2,0,0
S00136095,6,16,4,2,0,0,0,1
S00136096,29,25,4,3,2,0,0,1
S00136097,37,39,4,2,2,1,0,0
S00136098,18,16,13,0,0,0,1,0
S00136099,36,24,12,5,2,1,0,1
S00136100,25,26,9,6,1,0,0,0
S00136101,44,10,7,1,0,2,0,1
S00136102,19,23,2,3,5,0,0,1
S00136103,47,16,2,1,1,0,1,0
S00136104,51,14,5,2,0,0,0,0
S00136105,25,18,6,6,4,1,1,0
S00136106,6,10,14,7,1,0,0,3
S00136107,27,23,8,2,1,0,1,1
S00136108,19,23,8,8,3,1,0,1
S00136109,12,15,15,5,0,0,1,0
S00136110,16,21,5,1,0,1,1,0
S00136111,36,26,9,1,0,0,0,0
S00136112,16,17,9,12,3,0,0,0
S00136113,26,16,4,2,0,0,1,0
S00136114,25,45,6,4,0,0,2,0
S00136115,53,17,9,0,3,0,0,0
S00136116,10,14,3,6,3,2,0,0
S00136117,59,13,3,1,0,0,0,0
S00136118,14,11,9,4,0,1,1,0
S00136119,23,9,9,4,1,0,1,0
S00136120,18,16,3,5,1,2,0,0
S00136121,33,23,2,7,1,0,0,2
S00136122,62,14,10,1,1,1,1,0
S00136123,29,25,7,6,4,1,0,1
S00136124,11,16,5,2,2,1,0,0
S00136125,13,17,8,4,1,1,0,1
S00136126,58,10,2,1,0,0,0,1
S00136127,25,26,5,10,2,0,0,2
S00136128,41,8,3,0,0,1,0,1
S00136129,39,16,2,3,0,2,1,1
S00136130,14,17,6,4,0,0,0,0
S00136131,39,13,4,0,1,0,0,1
S00136132,50,8,1,0,2,0,0,0
S00136133,22,7,8,15,1,1,0,1
S00136134,10,20,5,5,1,0,1,0
S00136135,23,16,6,0,1,0,1,0
S00136136,30,10,2,2,2,0,0,0
S00136137,35,22,3,1,1,1,0,0
S00136138,60,11,1,0,0,1,0,0
S00136139,50,12,3,0,0,1,0,0
S00136140,13,27,10,2,4,0,0,0
S00136141,35,9,2,2,1,0,1,0
S00136142,35,21,9,1,1,0,0,0
S00136143,23,18,0,0,1,1,0,0
S00136144,40,36,6,3,0,0,0,0
S00136145,24,16,12,2,2,0,1,0
S00136146,52,19,1,1,0,1,1,1
S00136147,9,13,7,1,0,0,2,1
S00136148,9,21,7,5,1,0,0,0
S00136149,24,16,2,3,0,1,0,0
S00136150,23,22,6,4,1,1,0,0
S00136151,12,15,5,1,0,0,4,0
S00136152,27,8,8,2,0,0,1,2
S00136153,14,29,1,1,0,1,0,0
S00136154,33,20,7,6,0,0,0,0
S00136155,31,14,7,8,0,1,1,0
S00136156,7,19,12,10,0,1,0,0
S00136157,17,12,1,4,0,0,0,0
S00136158,46,17,12,1,0,0,2,0
S00136159,3,22,10,0,2,1,0,0
S00136160,35,12,5,0,0,1,0,0
S00136161,16,12,11,7,1,0,1,0
S00136162,51,21,5,3,0,2,0,0
S00136163,32,11,4,1,0,0,0,0
S00136164,27,8,5,4,2,1,0,0
S00136165,14,16,2,2,0,1,0,0
S00136166,25,14,3,1,0,0,0,0
S00136167,49,16,0,0,1,0,0,0
S00136168,30,21,5,0,1,0,1,1
S00136169,14,8,7,4,0,0,0,0
S00136170,37,16,1,0,0,0,0,0
S00136171,24,13,3,1,0,0,1,0
S00136172,46,16,1,0,0,0,1,0
S00136173,23,17,2,0,0,0,0,0
S00136174,41,40,1,2,0,0,1,0
S00136175,12,8,8,6,1,2,0,0
S00136176,11,18,17,6,0,0,3,0
S00136177,13,17,8,5,2,1,0,0
S00136178,47,18,6,0,1,1,0,0
S00136179,55,19,0,1,0,0,0,1
S00136180,38,39,4,0,0,1,0,0
S00136181,32,10,0,2,0,0,1,1
S00136182,16,16,15,3,3,0,0,0
S00136183,11,18,16,4,1,0,0,0
S00136184,17,12,12,7,4,0,0,0
S00136185,16,23,9,1,1,1,0,1
S00136186,55,19,3,0,0,0,0,0
S00136187,15,12,10,2,3,0,1,1
S00136188,20,14,2,2,0,0,0,0
S00136189,23,25,2,1,1,1,0,0
S00136190,43,15,0,1,0,0,1,2
S00136191,15,20,5,1,1,1,0,0
S00136192,22,35,8,1,5,0,1,0
S00136193,22,36,9,1,0,0,0,1
S00136194,68,21,4,2,0,1,1,0
S00136195,23,17,4,4,0,0,0,0
S00136196,40,9,2,1,1,0,0,1
S00136197,32,33,5,0,0,0,0,0
S00136198,55,14,2,3,2,0,1,0
S00136199,23,16,1,1,0,1,0,1
S00136200,20,13,4,2,0,0,0,0
S00136201,28,24,3,1,0,0,0,0
S00136202,9,19,0,5,1,2,0,0
S00136203,11,16,11,4,1,1,0,0
S00136204,49,21,9,2,0,0,0,0
S00136205,44,12,2,0,1,0,0,0
S00136206,44,14,7,1,1,1,0,0
S00136207,28,14,0,1,1,1,0,1
S00136208,11,15,4,6,2,0,0,0
S00136209,15,14,10,4,2,1,0,0
S00136210,18,40,12,8,0,0,0,0
S00136211,36,18,5,0,0,0,0,1
S00136212,13,18,7,3,0,0,1,1
S00136213,17,17,4,0,1,0,0,2
S00136214,17,11,8,12,0,2,0,1
S00136215,17,13,5,8,0,1,0,0
S00136216,41,16,5,1,2,1,1,0
S00136217,25,23,10,5,2,0,0,0
S00136218,22,14,2,4,0,0,0,1
S00136219,10,18,5,3,1,0,1,0
S00136220,48,12,6,0,3,0,0,1
S00136221,14,17,4,1,0,0,1,0
S00136222,40,9,0,0,0,0,0,1
S00136223,22,34,9,12,3,0,0,0
S00136224,31,10,9,0,0,0,0,0
S00136225,19,24,5,5,0,0,1,1
S00136226,11,17,10,4,1,0,2,0
S00136227,18,10,8,5,0,1,0,0
S00136228,18,26,18,9,2,0,1,1
S00136229,32,21,5,3,1,0,0,0
S00136230,43,11,2,2,3,1,0,0
S00136231,70,9,1,2,1,0,0,0
S00136232,29,22,9,9,2,2,0,0
S00136233,24,9,6,3,0,1,1,0
S00136234,39,11,6,2,2,0,0,0
S00136235,8,14,2,4,0,1,0,0
S00136236,44,27,5,1,1,0,0,0
S00136237,33,30,10,6,2,0,1,1
S00136238,36,14,14,6,0,0,0,0
S00136239,25,14,0,0,2,0,2,0
S00136240,12,11,8,8,1,1,0,0
S00136241,7,26,1,1,1,0,1,0
S00136242,11,22,11,5,0,0,0,0
S00136243,21,17,6,2,0,0,0,1
S00136244,26,23,16,3,1,0,0,0
S00136245,54,6,1,2,1,0,1,0
S00136246,30,10,0,4,1,1,3,0
S00136247,19,13,7,14,4,0,0,1
S00136248,28,22,6,8,1,0,0,0
S00136249,17,19,4,3,2,0,0,0
S00136250,4,18,15,2,2,0,1,1
S00136251,30,25,4,4,0,0,0,0
S00136252,46,10,4,0,0,0,2,0
S00136253,14,14,4,2,1,1,0,1
S00136254,32,15,6,10,0,0,1,0
S00136255,42,21,2,4,0,0,1,1
S00136256,22,23,9,1,1,1,0,0
S00136257,36,21,6,1,2,1,0,0
S00136258,11,21,9,6,0,1,0,1
S00136259,5,16,21,24,11,0,0,1
S00136260,58,6,0,0,0,0,0,0
S00136261,28,16,7,4,1,0,0,0
S00136262,36,21,5,2,1,0,0,0
S00136263,40,10,7,1,0,0,0,0
S00136264,32,16,2,7,2,0,0,1
S00136265,19,26,7,2,0,0,1,0
S00136266,14,30,3,1,0,0,0,1
S00136267,34,20,1,4,1,0,0,0
S00136268,39,18,7,5,1,0,0,0
S00136269,37,16,7,0,0,1,0,1
S00136270,14,21,4,0,0,0,0,0
S00136271,16,15,10,7,2,2,1,0
S00136272,23,28,5,4,1,2,0,0
S00136273,15,10,9,1,1,0,0,1
S00136274,38,12,5,4,0,0,0,0
S00136275,24,42,4,0,1,2,0,0
S00136276,62,12,1,2,2,0,0,0
S00136277,28,8,4,2,0,0,0,0
S00136278,20,18,7,6,0,0,0,0
S00136279,29,8,4,1,0,1,0,0
S00136280,25,18,8,4,0,0,0,1
S00136281,48,22,7,3,0,0,1,1
S00136282,27,10,1,2,1,0,0,1
S00136283,15,13,4,4,0,0,0,2
S00136284,35,30,6,5,2,0,0,0
S00136285,48,21,4,1,0,1,0,1
S00136286,12,19,6,5,1,1,1,0
S00136287,17,13,7,5,0,0,0,0
S00136288,32,25,13,2,4,0,0,0
S00136289,23,35,12,6,3,1,0,2
S00136290,24,36,11,5,0,0,0,0
S00136291,52,16,3,0,0,0,1,0
S00136292,28,26,10,0,1,0,1,0
S00136293,13,15,7,6,0,0,0,0
S00136294,11,12,7,7,3,0,0,1
S00136295,47,6,1,1,0,3,0,0
S00136296,46,8,1,4,0,0,0,2
S00136297,36,21,8,3,1,0,1,0
S00136298,46,23,7,2,0,1,0,2
S00136299,23,13,10,11,2,1,1,0
S00136300,18,12,10,4,4,0,0,0
S00136301,31,37,6,3,0,0,1,0
S00136302,42,13,6,9,1,1,0,0
S00136303,34,24,4,1,3,0,2,0
S00136304,33,25,2,0,0,0,0,0
S00136305,36,23,6,1,2,3,1,0
S00136306,21,14,11,3,0,0,0,0
S00136307,25,17,8,4,2,1,0,1
S00136308,19,25,10,11,7,1,0,0
S00136309,40,10,4,9,5,2,0,0
S00136310,28,25,11,3,5,1,0,0
S00136311,14,13,4,9,1,1,1,0
S00136312,15,14,11,11,1,1,1,0
S00136313,33,14,2,1,1,0,1,0
S00136314,46,16,5,1,0,0,0,1
S00136315,61,9,0,0,0,0,1,0
S00136316,15,10,9,2,5,0,1,0
S00136317,11,22,6,8,1,0,1,0
S00136318,17,18,8,2,1,1,0,0
S00136319,41,17,0,1,0,0,0,0
S00136320,25,14,0,0,0,2,1,1
S00136321,22,24,4,2,2,0,0,0
S00136322,12,19,5,2,0,0,0,0
S00136323,14,17,13,5,0,0,1,0
S00136324,30,10,4,0,3,0,0,0
S00136325,15,25,7,8,4,0,2,0
S00136326,46,13,4,0,0,1,0,0
S00136327,20,6,6,4,0,0,0,0
S00136328,28,15,0,2,0,0,0,0
S00136329,36,20,6,5,0,0,0,0
S00136330,35,23,12,2,3,1,1,0
S00136331,26,13,3,2,0,0,2,1
S00136332,18,21,6,5,2,0,0,0
S00136333,23,17,1,1,1,0,0,0
S00136334,49,24,6,0,0,0,0,0
S00136335,8,11,4,7,3,0,0,0
S00136336,22,15,11,5,1,0,0,0
S00136337,20,18,7,8,3,0,0,0
S00136338,43,21,2,1,1,1,0,0
S00136339,53,18,4,0,0,0,1,0
S00136340,22,11,3,4,2,0,0,1
S00136341,26,10,4,0,1,0,0,0
S00136342,26,15,1,3,2,0,0,1
S00136343,27,27,7,2,1,0,0,0
S00136344,28,9,2,1,1,1,0,0
S00136345,45,20,9,0,0,0,0,1
S00136346,27,11,7,3,1,0,1,0
S00136347,11,6,9,3,1,0,1,0
S00136348,28,18,10,4,1,2,0,0
S00136349,46,19,3,3,0,0,0,0
S00136350,30,10,7,3,1,0,0,0
S00136351,17,17,5,8,1,0,0,1
S00136352,58,3,0,0,0,2,0,0
S00136353,50,17,7,4,2,0,1,0
S00136354,36,9,8,1,0,0,0,0
S00136355,44,14,3,4,1,0,0,1
S00136356,22,13,2,0,0,3,0,0
S00136357,23,10,2,9,1,1,1,0
S00136358,26,19,10,5,1,4,0,0
S00136359,38,7,7,3,0,1,0,0
S00136360,18,9,4,7,0,1,0,0
S00136361,29,6,5,1,2,1,1,0
S00136362,32,24,7,5,1,0,1,0
S00136363,18,12,5,7,2,0,0,0
S00136364,50,13,1,0,0,0,0,0
S00136365,24,22,12,8,3,0,0,2
S00136366,27,18,8,4,3,1,0,0
S00136367,42,11,5,1,0,0,1,0
S00136368,10,19,3,6,0,0,0,0
S00136369,49,24,5,2,1,0,1,1
S00136370,33,13,1,0,1,0,0,0
S00136371,32,5,5,4,1,1,0,0
S00136372,28,14,8,4,4,0,0,0
S00136373,51,18,6,1,0,1,2,0
S00136374,31,23,7,10,4,0,1,0
S00136375,22,24,11,7,1,2,0,0
S00136376,23,13,8,9,0,2,0,0
S00136377,24,11,6,1,1,0,0,0
S00136378,19,19,5,6,1,1,0,0
S00136379,26,17,4,4,0,1,1,0
S00136380,25,18,10,5,1,0,0,0
S00136381,33,15,1,0,1,0,1,0
S00136382,6,11,7,9,6,2,0,0
S00136383,4,21,6,4,6,0,0,0
S00136384,17,9,6,1,2,1,2,1
S00136385,50,14,4,0,3,3,0,0
S00136386,23,18,5,4,0,0,0,0
S00136387,44,26,7,2,0,0,0,2
S00136388,51,10,3,0,0,1,1,0
S00136389,23,14,7,11,4,3,1,1
S00136390,62,12,1,2,0,0,0,0
S00136391,19,12,8,5,1,0,0,0
S00136392,45,9,0,4,0,0,0,0
S00136393,39,8,0,3,0,0,0,0
S00136394,26,15,2,2,1,1,0,0
S00136395,15,28,17,14,1,2,0,0
S00136396,36,11,1,0,0,1,0,1
S00136397,17,15,5,15,3,0,0,0
S00136398,40,15,0,0,2,1,0,1
S00136399,50,8,0,1,0,0,0,0
S00136400,10,19,3,2,0,0,1,0
S00136401,47,15,1,2,1,0,0,0
S00136402,11,16,4,3,5,1,0,0
S00136403,7,22,11,11,0,0,1,0
S00136404,11,13,4,4,1,0,1,0
S00136405,19,19,5,7,0,0,1,0
S00136406,41,12,2,4,0,0,0,0
S00136407,64,10,4,0,0,0,0,0
S00136408,34,29,9,9,5,0,0,0
S00136409,42,19,3,5,0,0,0,1
S00136410,5,19,13,14,2,1,1,0
S00136411,44,10,2,0,0,0,0,1
S00136412,27,13,0,2,1,1,0,0
S00136413,40,10,1,1,0,0,0,1
S00136414,9,25,11,6,0,0,0,0
S00136415,31,15,6,4,0,0,0,0
S00136416,13,28,8,13,0,0,0,0
S00136417,19,14,8,5,1,0,0,0
S00136418,19,17,4,4,2,0,0,0
S00136419,22,18,9,3,3,1,0,0
S00136420,25,15,4,4,1,0,0,0
S00136421,34,11,1,0,0,0,0,2
S00136422,26,28,14,3,2,1,0,2
S00136423,11,16,5,7,3,1,0,0
S00136424,24,12,12,4,2,0,2,1
S00136425,52,20,4,0,1,0,0,1
S00136426,57,8,0,0,0,0,1,0
S00136427,18,24,5,0,0,1,0,0
S00136428,14,24,10,5,0,0,0,0
S00136429,25,30,11,5,1,0,0,0
S00136430,58,8,0,0,0,0,1,1
S00136431,18,34,10,8,2,1,0,0
S00136432,59,15,4,0,1,1,1,0
S00136433,13,20,6,6,3,1,0,0
S00136434,46,6,2,0,0,1,0,0
S00136435,38,13,0,3,0,1,0,0
S00136436,49,9,1,1,0,4,0,0
S00136437,33,24,11,3,8,3,0,0
S00136438,37,21,6,4,0,0,1,0
S00136439,60,20,7,6,1,2,0,0
S00136440,31,13,0,3,0,1,1,0
S00136441,12,17,5,3,4,2,0,0
S00136442,58,10,1,2,0,0,0,0
S00136443,38,15,0,1,0,0,1,0
S00136444,48,9,4,1,1,0,0,0
S00136445,51,16,6,0,1,0,1,0
S00136446,11,20,4,3,4,1,3,2
S00136447,47,16,3,0,1,0,1,0
S00136448,47,6,1,0,0,0,0,0
S00136449,27,25,6,3,2,0,0,0
S00136450,17,17,4,1,1,2,0,0
S00136451,17,16,9,6,1,0,1,0
S00136452,12,9,6,9,0,1,1,1
S00136453,43,9,2,2,1,0,0,0
S00136454,37,6,3,0,1,0,2,0
S00136455,13,23,9,7,1,0,0,0
S00136456,16,22,7,3,0,0,1,0
S00136457,47,16,4,0,0,1,1,0
S00136458,37,15,9,3,1,0,1,0
S00136459,36,7,1,2,1,0,0,0
S00136460,24,21,5,1,1,0,0,0
S00136461,22,27,11,8,5,0,0,0
S00136462,11,17,5,6,0,1,0,0
S00136463,4,25,11,15,4,1,0,0
S00136464,38,12,0,1,0,1,0,0
S00136465,12,12,10,6,0,0,0,0
S00136466,23,23,1,0,1,0,1,0
S00136467,60,20,0,0,0,0,0,0
S00136468,23,21,6,17,2,1,0,0
S00136469,51,10,6,1,0,0,0,0
S00136470,37,18,4,1,1,0,0,0
S00136471,27,19,1,0,0,2,0,0
S00136472,56,4,1,0,0,0,0,0
S00136473,19,15,6,1,0,0,0,0
S00136474,41,17,1,0,0,1,1,1
S00136475,13,22,7,5,0,0,0,0
S00136476,14,13,5,3,1,0,0,0
S00136477,23,17,5,3,1,0,0,0
S00136478,57,5,0,0,2,0,0,0
S00136479,24,23,5,5,1,3,0,0
S00136480,53,20,4,2,0,0,0,0
S00136481,36,8,7,1,1,0,1,1
S00136482,23,22,12,6,0,0,0,0
S00136483,9,20,6,3,1,0,0,2
S00136484,35,21,10,0,1,1,0,0
S00136485,36,16,2,5,1,0,1,2
S00136486,38,14,0,3,2,1,0,0
S00136487,27,8,9,2,1,0,1,0
S00136488,27,16,6,0,2,0,0,0
S00136489,42,10,2,0,0,1,1,1
S00136490,7,16,5,8,4,1,1,0
S00136491,17,15,7,3,1,1,0,0
S00136492,24,16,6,4,3,0,0,0
S00136493,56,14,7,4,1,0,0,0
S00136494,23,30,11,7,5,1,0,1
S00136495,23,9,3,5,2,0,1,0
S00136496,13,22,4,3,1,0,0,0
S00136497,16,22,2,2,5,1,0,0
S00136498,37,19,4,1,0,0,1,1
S00136499,15,13,11,11,2,1,0,1
S00136500,37,18,6,4,0,1,0,1
S00136501,24,16,3,2,1,0,0,0
S00136502,33,21,6,6,2,1,0,0
S00136503,28,16,6,0,1,1,0,1
S00136504,5,8,10,9,2,2,0,1
S00136505,22,27,4,14,0,0,0,0
S00136506,50,17,3,3,0,3,0,0
S00136507,20,12,11,2,0,1,0,1
S00136508,36,30,8,4,2,0,0,0
S00136509,15,25,18,6,3,0,0,0
S00136510,59,14,2,0,1,1,0,0
S00136511,8,16,1,5,0,1,1,0
S00136512,42,7,0,1,0,0,1,0
S00136513,5,29,11,10,0,2,0,0
S00136514,7,15,9,20,5,1,0,0
S00136515,23,22,6,3,2,0,2,0
S00136516,40,19,4,2,2,1,0,0
S00136517,6,11,9,9,3,1,0,1
S00136518,63,22,2,3,9,7,0,0
S00136519,65,6,5,1,1,0,0,0
S00136520,10,37,9,13,2,1,1,1
S00136521,42,17,8,0,0,0,0,0
S00136522,26,22,6,2,0,2,1,0
S00136523,7,19,7,6,4,0,0,1
S00136524,37,14,2,2,2,1,0,0
S00136525,40,25,3,0,0,0,0,1
S00136526,13,22,5,2,0,0,0,2
S00136527,39,30,4,0,0,0,0,0
S00136528,23,17,1,0,0,0,1,0
S00136529,11,11,3,9,0,1,0,0
S00136530,17,22,6,2,0,0,2,1
S00136531,15,21,2,4,1,0,0,0
S00136532,46,14,9,7,3,1,0,0
S00136533,13,17,6,9,2,0,0,0
S00136534,64,23,2,1,0,0,0,0
S00136535,29,9,4,1,0,1,0,0
S00136536,18,22,2,4,1,0,0,1
S00136537,8,31,5,2,0,0,0,1
S00136538,16,36,2,7,1,2,0,1
S00136539,20,17,6,7,1,1,0,0
S00136540,28,11,4,0,1,0,0,0
S00136541,14,14,3,5,3,0,0,2
S00136542,22,6,7,3,0,0,1,0
S00136543,12,15,14,7,6,0,0,0
S00136544,15,14,0,0,3,0,1,0
S00136545,15,19,3,4,4,1,0,0
S00136546,35,17,1,1,0,0,1,0
S00136547,21,26,1,2,0,0,0,0
S00136548,7,19,8,6,0,0,0,1
S00136549,42,19,5,6,0,0,0,1
S00136550,42,21,8,2,1,0,1,0
S00136551,31,25,1,1,4,0,0,0
S00136552,16,21,6,5,0,3,0,0
S00136553,52,10,3,1,1,0,1,0
S00136554,47,14,4,1,0,2,0,0
S00136555,29,17,6,4,0,1,0,0
S00136556,19,8,6,2,0,3,0,0
S00136557,15,14,0,3,4,0,1,0
S00136558,33,21,2,1,1,3,1,0
S00136559,27,9,3,4,0,0,0,0
S00136560,38,8,3,5,1,0,1,0
S00136561,28,8,8,1,1,0,1,0
S00136562,19,10,7,3,1,1,0,0
S00136563,24,7,3,3,2,0,1,0
S00136564,32,30,13,5,0,0,0,0
S00136565,18,21,8,8,2,0,0,0
S00136566,3,16,7,7,1,0,2,1
S00136567,32,9,2,1,0,1,0,0
S00136568,28,11,2,1,0,1,0,0
S00136569,44,19,0,1,0,0,1,2
S00136570,35,12,3,0,0,0,0,1
S00136571,17,14,4,3,1,0,0,0
S00136572,22,17,2,0,0,0,1,0
S00136573,27,20,3,3,1,0,1,0
S00136574,17,11,4,9,1,1,1,0
S00136575,45,4,0,3,0,1,0,1
S00136576,45,17,5,0,0,0,1,0
S00136577,20,9,6,3,2,1,0,0
S00136578,17,15,4,3,7,0,1,1
S00136579,32,17,6,2,0,0,0,1
S00136580,30,26,7,3,1,1,0,1
S00136581,26,12,3,0,0,0,2,1
S00136582,29,25,8,0,3,2,2,0
S00136583,20,12,6,0,0,0,1,2
S00136584,28,16,1,0,0,0,0,0
S00136585,7,22,9,7,3,2,0,0
S00136586,14,11,3,6,0,1,0,0
S00136587,33,9,3,0,0,0,0,0
S00136588,17,16,10,5,2,0,0,0
S00136589,36,12,2,0,0,0,1,0
S00136590,52,15,4,3,0,0,0,0
S00136591,16,20,5,5,0,3,0,0
S00136592,21,39,8,7,0,1,1,0
S00136593,23,19,9,8,4,0,0,1
S00136594,21,14,8,0,2,2,1,0
S00136595,37,24,2,2,0,0,0,0
S00136596,23,14,4,0,0,0,0,2
S00136597,35,14,2,2,2,0,0,0
S00136598,28,9,6,2,3,1,0,0
S00136599,50,12,2,0,0,0,0,0
S00136600,43,23,6,0,0,1,0,0
S00136601,49,7,3,1,0,0,0,0
S00136602,19,30,6,7,2,1,0,1
S00136603,63,13,4,0,1,0,0,0
S00136604,4,18,7,0,0,1,0,0
S00136605,39,33,14,3,0,0,0,0
S00136606,59,17,1,0,0,1,0,0
S00136607,38,14,3,2,0,0,0,0
S00136608,30,23,8,1,0,0,0,0
S00136609,31,13,6,4,2,1,2,0
S00136610,7,9,5,6,5,0,0,1
S00136611,20,16,9,1,1,1,0,0
S00136612,29,12,3,2,0,0,1,0
S00136613,22,19,2,0,0,0,1,1
S00136614,19,16,1,5,0,1,0,1
S00136615,6,15,13,0,2,0,1,0
S00136616,30,25,9,7,2,1,1,0
S00136617,43,11,0,0,0,0,0,0
S00136618,42,6,5,1,0,0,1,1
S00136619,24,4,1,5,0,1,0,0
S00136620,31,26,8,1,0,0,0,1
S00136621,46,23,8,4,0,0,0,0
S00136622,38,12,11,9,0,0,1,0
S00136623,36,8,3,0,0,0,1,1
S00136624,11,19,7,7,0,0,1,1
S00136625,22,10,8,0,0,0,1,0
S00136626,20,22,5,4,0,0,0,1
S00136627,34,18,6,4,3,0,0,0
S00136628,12,16,10,6,1,1,0,0
S00136629,20,18,6,0,0,0,1,0
