areacode,urban,rural
S00136860,46,0
S00136861,51,0
S00136862,44,0
S00136863,45,0
S00136864,44,0
S00136865,40,0
S00136866,63,0
S00136867,49,0
S00136868,51,0
S00136869,59,0
S00136870,50,0
S00136871,52,0
S00136872,70,0
S00136873,77,0
S00136874,53,0
S00136875,48,0
S00136876,50,0
S00136877,46,0
S00136878,47,0
S00136879,29,0
S00136880,72,0
S00136881,65,0
S00136882,53,0
S00136883,62,0
S00136884,50,0
S00136885,47,0
S00136886,54,0
S00136887,60,0
S00136888,41,0
S00136889,39,0
S00136890,56,0
S00136891,45,0
S00136892,55,0
S00136893,64,0
S00136894,42,0
S00136895,72,0
S00136896,40,0
S00136897,0,49
S00136898,54,0
S00136899,46,0
S00136900,66,0
S00136901,36,0
S00136902,70,0
S00136903,49,0
S00136904,40,0
S00136905,40,0
S00136906,41,0
S00136907,57,0
S00136908,68,0
S00136909,41,0
S00136910,76,0
S00136911,0,53
S00136912,26,0
S00136913,50,0
S00136914,80,0
S00136915,45,0
S00136916,58,0
S00136917,77,0
S00136918,80,0
S00136919,75,0
S00136920,43,0
S00136921,67,0
S00136922,38,0
S00136923,68,0
S00136924,39,0
S00136925,32,0
S00136926,46,0
S00136927,45,0
S00136928,57,0
S00136929,41,0
S00136930,55,0
S00136931,41,0
S00136932,77,0
S00136933,61,0
S00136934,56,0
S00136935,62,0
S00136936,61,0
S00136937,49,0
S00136938,70,0
S00136939,65,0
S00136940,72,0
S00136941,82,0
S00136942,44,0
S00136943,0,34
S00136944,80,0
S00136945,49,0
S00136946,47,0
S00136947,65,0
S00136948,73,0
S00136949,77,0
S00136950,69,0
S00136951,38,0
S00136952,47,0
S00136953,77,0
S00136954,0,52
S00136955,67,0
S00136956,56,0
S00136957,47,0
S00136958,87,0
S00136959,45,0
S00136960,49,0
S00136961,66,0
S00136962,54,0
S00136963,57,0
S00136964,48,0
S00136965,46,0
S00136966,62,0
S00136967,49,0
S00136968,66,0
S00136969,65,0
S00136970,71,0
S00136971,62,0
S00136972,47,0
S00136973,73,0
S00136974,68,0
S00136975,54,0
S00136976,48,0
S00136977,68,0
S00136978,0,56
S00136979,77,0
S00136980,64,0
S00136981,46,0
S00136982,63,0
S00136983,80,0
S00136984,76,0
S00136985,59,0
S00136986,78,0
S00136987,38,0
S00136988,48,0
S00136989,39,0
S00136990,58,0
S00136991,70,0
S00136992,46,0
S00136993,48,0
S00136994,26,0
S00136995,70,0
S00136996,40,0
S00136997,34,0
S00136998,73,0
S00136999,45,0
S00137000,38,0
S00137001,53,0
S00137002,46,0
S00137003,56,0
S00137004,53,0
S00137005,36,0
S00137006,73,0
S00137007,42,0
S00137008,46,0
S00137009,67,0
S00137010,51,0
S00137011,71,0
S00137012,76,0
S00137013,64,0
S00137014,51,0
S00137015,39,0
S00137016,65,0
S00137017,43,0
S00137018,47,0
S00137019,70,0
S00137020,41,0
S00137021,39,0
S00137022,44,0
S00137023,41,0
S00137024,72,0
S00137025,67,0
S00137026,42,0
S00137027,54,0
S00137028,50,0
S00137029,44,0
S00137030,70,0
S00137031,56,0
S00137032,60,0
S00137033,58,0
S00137034,36,0
S00137035,76,0
S00137036,41,0
S00137037,38,0
S00137038,41,0
S00137039,48,0
S00137040,49,0
S00137041,59,0
S00137042,57,0
S00137043,60,0
S00137044,49,0
S00137045,36,0
S00137046,62,0
S00137047,26,0
S00137048,43,0
S00137049,50,0
S00137050,66,0
S00137051,38,0
S00137052,45,0
S00137053,65,0
S00137054,61,0
S00137055,56,0
S00137056,49,0
S00137057,45,0
S00137058,34,0
S00137059,78,0
S00137060,28,0
S00137061,66,0
S00137062,72,0
S00137063,51,0
S00137064,75,0
S00137065,78,0
S00137066,43,0
S00137067,77,0
S00137068,53,0
S00137069,60,0
S00137070,80,0
S00137071,29,0
S00137072,57,0
S00137073,68,0
S00137074,64,0
S00137075,37,0
S00137076,73,0
S00137077,73,0
S00137078,31,0
S00137079,34,0
S00137080,44,0
S00137081,60,0
S00137082,60,0
S00137083,64,0
S00137084,45,0
S00137085,63,0
S00137086,68,0
S00137087,61,0
S00137088,44,0
S00137089,32,0
S00137090,49,0
S00137091,44,0
S00137092,58,0
S00137093,66,0
S00137094,43,0
S00137095,47,0
S00137096,42,0
S00137097,35,0
S00137098,59,0
S00137099,34,0
S00137100,64,0
S00137101,88,0
S00137102,49,0
S00137103,71,0
S00137104,70,0
S00137105,0,58
S00137106,62,0
S00137107,73,0
S00137108,42,0
S00137109,44,0
S00137110,53,0
S00137111,41,0
S00137112,43,0
S00137113,40,0
S00137114,40,0
S00137115,51,0
S00137116,48,0
S00137117,0,40
S00137118,41,0
S00137119,73,0
S00137120,41,0
S00137121,46,0
S00137122,56,0
S00137123,44,0
S00137124,60,0
S00137125,46,0
S00137126,47,0
S00137127,71,0
S00137128,27,0
S00137129,50,0
S00137130,30,0
S00137131,36,0
S00137132,55,0
S00137133,48,0
S00137134,45,0
S00137135,43,0
S00137136,25,0
S00137137,40,0
S00137138,39,0
S00137139,55,0
S00137140,37,0
S00137141,75,0
S00137142,69,0
S00137143,48,0
S00137144,47,0
S00137145,0,58
S00137146,71,0
S00137147,39,0
S00137148,34,0
S00137149,29,0
S00137150,78,0
S00137151,79,0
S00137152,47,0
S00137153,51,0
S00137154,35,0
S00137155,45,0
S00137156,31,0
S00137157,55,0
S00137158,65,0
S00137159,63,0
S00137160,37,0
S00137161,65,0
S00137162,51,0
S00137163,59,0
S00137164,62,0
S00137165,55,0
S00137166,34,0
S00137167,55,0
S00137168,73,0
S00137169,47,0
S00137170,77,0
S00137171,33,0
S00137172,54,0
S00137173,64,0
S00137174,62,0
S00137175,86,0
S00137176,66,0
S00137177,49,0
S00137178,37,0
S00137179,81,0
S00137180,80,0
S00137181,51,0
S00137182,42,0
S00137183,72,0
S00137184,35,0
S00137185,65,0
S00137186,78,0
S00137187,79,0
S00137188,56,0
S00137189,32,0
S00137190,49,0
S00137191,59,0
S00137192,84,0
S00137193,41,0
S00137194,45,0
S00137195,51,0
S00137196,71,0
S00137197,76,0
S00137198,65,0
S00137199,46,0
S00137200,60,0
S00137201,61,0
S00137202,48,0
S00137203,69,0
S00137204,40,0
S00137205,74,0
S00137206,58,0
S00137207,40,0
S00137208,37,0
S00137209,41,0
S00137210,58,0
S00137211,68,0
S00137212,45,0
S00137213,82,0
S00137214,64,0
S00137215,38,0
S00137216,45,0
S00137217,51,0
S00137218,55,0
S00137219,35,0
S00137220,32,0
S00137221,40,0
S00137222,26,0
S00137223,44,0
S00137224,39,0
S00137225,37,0
S00137226,46,0
S00137227,44,0
S00137228,57,0
S00137229,51,0
S00137230,58,0
S00137231,51,0
S00137232,54,0
S00137233,0,61
S00137234,39,0
S00137235,48,0
S00137236,51,0
S00137237,44,0
S00137238,34,0
S00137239,30,0
S00137240,50,0
S00137241,49,0
S00137242,55,0
S00137243,35,0
S00137244,66,0
S00137245,44,0
S00137246,65,0
S00137247,55,0
S00137248,56,0
S00137249,34,0
S00137250,64,0
S00137251,90,0
S00137252,61,0
S00137253,58,0
S00137254,49,0
S00137255,50,0
S00137256,52,0
S00137257,59,0
S00137258,74,0
S00137259,64,0
S00137260,52,0
S00137261,35,0
S00137262,39,0
S00137263,51,0
S00137264,48,0
S00137265,77,0
S00137266,57,0
S00137267,52,0
S00137268,35,0
S00137269,45,0
S00137270,0,64
S00137271,0,44
S00137272,0,43
S00137273,0,49
S00137274,0,34
S00137275,0,67
S00137276,0,61
S00137277,0,79
S00137278,65,0
S00137279,71,0
S00137280,86,0
S00137281,0,59
S00137282,0,41
S00137283,0,45
S00137284,0,78
S00137285,0,31
S00137286,61,0
S00137287,0,56
S00137288,0,69
S00137289,0,66
S00137290,73,0
S00137291,0,60
S00137292,48,0
S00137293,72,0
S00137294,0,65
S00137295,71,0
S00137296,0,69
S00137297,56,0
S00137298,46,0
S00137299,0,47
S00137300,48,0
S00137301,70,0
S00137302,61,0
S00137303,42,0
S00137304,0,56
S00137305,0,52
S00137306,73,0
S00137307,72,0
S00137308,48,0
S00137309,80,0
S00137310,63,0
S00137311,59,0
S00137312,72,0
S00137313,45,0
S00137314,66,0
S00137315,39,0
S00137316,66,0
S00137317,47,0
S00137318,59,0
S00137319,72,0
S00137320,0,63
S00137321,79,0
S00137322,53,0
S00137323,25,0
S00137324,52,0
S00137325,60,0
S00137326,93,0
S00137327,83,0
S00137328,56,0
S00137329,27,0
S00137330,67,0
S00137331,70,0
S00137332,75,0
S00137333,54,0
S00137334,67,0
S00137335,68,0
S00137336,43,0
S00137337,73,0
S00137338,61,0
S00137339,54,0
S00137340,60,0
S00137341,72,0
S00137342,37,0
S00137343,93,0
S00137344,40,0
S00137345,71,0
S00137346,65,0
S00137347,0,51
S00137348,53,0
S00137349,54,0
S00137350,0,42
S00137351,29,0
S00137352,0,50
S00137353,33,0
S00137354,36,0
S00137355,32,0
S00137356,58,0
S00137357,47,0
S00137358,68,0
S00137359,0,57
S00137360,66,0
S00137361,0,41
S00137362,76,0
S00137363,56,0
S00137364,0,56
S00137365,0,66
S00137366,0,50
S00137367,70,0
S00137368,0,30
S00137369,68,0
S00137370,0,43
S00137371,27,0
S00137372,0,72
S00137373,72,0
S00137374,33,0
S00137375,0,64
S00137376,45,0
S00137377,59,0
S00137378,61,0
S00137379,0,58
S00137380,77,0
S00137381,0,41
S00137382,0,49
S00137383,82,0
S00137384,63,0
S00137385,0,50
S00137386,71,0
S00137387,0,72
S00137388,89,0
S00137389,0,38
S00137390,0,42
S00137391,70,0
S00137392,52,0
S00137393,68,0
S00137394,39,0
S00137395,71,0
S00137396,0,32
S00137397,31,0
S00137398,42,0
S00137399,0,65
S00137400,81,0
S00137401,0,69
S00137402,55,0
S00137403,61,0
S00137404,50,0
S00137405,36,0
S00137406,0,39
S00137407,0,40
S00137408,39,0
S00137409,41,0
S00137410,0,71
S00137411,0,75
S00137412,0,67
S00137413,33,0
S00137414,45,0
S00137415,0,74
S00137416,0,51
S00137417,29,0
S00137418,39,0
S00137419,73,0
S00137420,0,79
S00137421,0,50
S00137422,69,0
S00137423,52,0
S00137424,0,54
S00137425,26,0
S00137426,0,65
S00137427,0,61
S00137428,0,41
S00137429,42,0
S00137430,0,65
S00137431,0,38
S00137432,55,0
S00137433,56,0
S00137434,0,84
S00137435,0,51
S00137436,53,0
S00137437,0,85
S00137438,0,65
S00137439,33,0
S00137440,0,50
S00137441,0,26
S00137442,0,39
S00137443,0,83
S00137444,0,76
S00137445,0,50
S00137446,0,48
S00137447,0,81
S00137448,0,53
S00137449,0,49
S00137450,0,61
S00137451,0,86
S00137452,0,53
S00137453,0,76
S00137454,0,61
S00137455,0,66
S00137456,0,62
S00137457,0,66
S00137458,0,61
S00137459,0,60
S00137460,0,72
S00137461,0,55
S00137462,0,32
S00137463,0,43
S00137464,0,44
S00137465,0,75
S00137466,0,40
S00137467,0,64
S00137468,0,55
S00137469,0,51
S00137470,0,57
S00137471,0,46
S00137472,0,40
S00137473,0,37
S00137474,0,40
S00137475,0,67
S00137476,0,59
S00137477,0,39
S00137478,0,61
S00137479,0,45
S00137480,0,28
S00137481,0,56
S00137482,0,50
S00137483,0,41
S00137484,0,50
S00137485,0,65
S00137486,0,45
S00137487,0,50
S00137488,0,32
S00137489,0,48
S00137490,0,68
S00137491,0,61
S00137492,0,67
S00137493,0,61
S00137494,0,49
S00137495,0,40
S00137496,0,48
S00137497,0,74
S00137498,0,42
S00137499,0,48
S00137500,0,57
S00137501,0,61
S00137502,0,75
S00137503,0,53
S00137504,0,72
S00137505,0,59
S00137506,0,43
S00137507,0,60
S00137508,0,51
S00137509,0,50
S00137510,0,58
S00137511,0,35
S00137512,0,32
S00137513,0,42
S00137514,0,55
S00137515,0,59
S00137516,0,54
S00137517,0,49
S00137518,0,38
S00137519,0,54
S00137520,0,49
S00137521,0,56
S00137522,0,42
S00137523,0,64
S00137524,0,31
S00137525,0,40
S00137526,0,44
S00137527,0,49
S00137528,0,55
S00137529,0,76
S00137530,0,67
S00137531,0,31
S00137532,0,56
S00137533,0,45
S00137534,0,47
S00137535,0,79
S00137536,0,49
S00137537,0,39
S00137538,0,54
S00137539,0,49
S00137540,0,43
S00137541,0,44
S00137542,0,62
S00137543,0,57
S00137544,0,59
S00137545,0,51
S00137546,0,61
S00137547,0,36
S00137548,0,57
S00137549,0,49
S00137550,0,34
S00137551,0,60
S00137552,0,41
S00137553,0,81
S00137554,0,77
S00137555,0,51
S00137556,0,33
S00137557,0,31
S00137558,0,59
S00137559,0,48
S00137560,0,45
S00137561,0,42
S00137562,0,66
S00137563,0,36
S00137564,0,44
S00137565,0,74
S00137566,0,66
S00137567,0,52
S00137568,0,40
S00137569,0,41
S00137570,0,47
S00137571,0,53
S00137572,0,78
S00137573,0,43
S00137574,0,71
S00137575,0,73
S00137576,0,53
S00137577,0,75
S00137578,0,45
S00137579,0,53
S00137580,0,68
S00137581,0,71
S00137582,0,59
S00137583,0,40
S00137584,0,54
S00137585,0,71
S00137586,0,51
S00137587,0,76
S00137588,0,67
S00137589,0,51
S00137590,0,52
S00137591,0,39
S00137592,0,59
S00137593,0,31
S00137594,0,40
S00137595,0,66
S00137596,0,66
S00137597,0,56
S00137598,0,61
S00137599,0,65
S00137600,0,61
S00137601,0,69
S00137602,0,69
S00137603,0,44
S00137604,0,35
S00137605,0,75
S00137606,0,37
S00137607,0,42
S00137608,0,42
S00137609,0,68
S00137610,0,45
S00137611,0,55
S00137612,0,64
S00137613,0,51
S00137614,0,53
S00137615,0,49
S00137616,0,54
S00137617,0,58
S00137618,0,47
S00137619,0,30
S00137620,0,65
S00137621,0,55
S00137622,0,55
S00137623,0,39
S00137624,0,85
S00137625,0,65
S00137626,0,69
S00137627,0,77
S00137628,0,46
S00137629,0,76
S00137630,0,81
S00137631,0,41
S00137632,0,51
S00137633,0,75
S00137634,0,25
S00137635,0,40
S00137636,0,46
S00137637,0,69
S00137638,0,34
S00137639,0,63
S00137640,0,56
S00137641,0,62
S00137642,0,30
S00137643,0,66
S00137644,0,55
S00137645,0,69
S00137646,0,46
S00137647,0,47
S00137648,0,65
S00137649,47,0
S00137650,67,0
S00137651,46,0
S00137652,38,0
S00137653,61,0
S00137654,0,81
S00137655,72,0
S00137656,45,0
S00137657,0,30
S00137658,0,41
S00137659,64,0
S00137660,0,52
S00137661,48,0
S00137662,89,0
S00137663,0,49
S00137664,44,0
S00137665,0,55
S00137666,0,55
S00137667,67,0
S00137668,73,0
S00137669,68,0
S00137670,0,73
S00137671,0,58
S00137672,57,0
S00137673,0,70
S00137674,64,0
S00137675,49,0
S00137676,65,0
S00137677,61,0
S00137678,58,0
S00137679,0,43
S00137680,41,0
S00137681,42,0
S00137682,66,0
S00137683,59,0
S00137684,60,0
S00137685,63,0
S00137686,57,0
S00137687,43,0
S00137688,78,0
S00137689,77,0
S00137690,74,0
S00137691,61,0
S00137692,28,0
S00137693,0,43
S00137694,65,0
S00137695,36,0
S00137696,69,0
S00137697,70,0
S00137698,44,0
S00137699,49,0
S00137700,0,30
S00137701,0,81
S00137702,0,51
S00137703,0,63
S00137704,0,52
S00137705,0,39
S00137706,0,65
S00137707,0,61
S00137708,0,76
S00137709,0,75
S00137710,0,90
S00137711,0,74
S00137712,0,36
S00137713,0,75
S00137714,0,40
S00137715,0,42
S00137716,0,49
S00137717,0,54
S00137718,0,49
S00137719,0,38
S00137720,0,52
S00137721,0,70
S00137722,0,50
S00137723,0,63
S00137724,0,81
S00137725,0,76
S00137726,0,30
S00137727,0,57
S00137728,0,38
S00137729,0,63
S00137730,0,41
S00137731,0,49
S00137732,0,79
S00137733,0,58
S00137734,0,40
S00137735,62,0
S00137736,0,41
S00137737,0,67
S00137738,0,55
S00137739,0,45
S00137740,0,61
S00137741,31,0
S00137742,0,49
S00137743,0,47
S00137744,0,56
S00137745,0,41
S00137746,0,56
S00137747,0,57
S00137748,0,72
S00137749,0,67
S00137750,0,53
S00137751,67,0
S00137752,56,0
S00137753,0,27
S00137754,41,0
S00137755,0,53
S00137756,0,65
S00137757,0,63
S00137758,0,41
S00137759,64,0
S00137760,0,76
S00137761,49,0
S00137762,44,0
S00137763,61,0
S00137764,51,0
S00137765,0,42
S00137766,0,55
S00137767,60,0
S00137768,34,0
S00137769,38,0
S00137770,0,68
S00137771,0,64
S00137772,0,51
S00137773,52,0
S00137774,0,33
S00137775,26,0
S00137776,27,0
S00137777,0,52
S00137778,68,0
S00137779,45,0
S00137780,48,0
S00137781,0,51
S00137782,32,0
S00137783,77,0
S00137784,51,0
S00137785,47,0
S00137786,0,48
S00137787,54,0
S00137788,78,0
S00137789,48,0
S00137790,41,0
S00137791,83,0
S00137792,66,0
S00137793,46,0
S00137794,64,0
S00137795,51,0
S00137796,58,0
S00137797,49,0
S00137798,43,0
S00137799,72,0
S00137800,54,0
S00137801,68,0
S00137802,50,0
S00137803,62,0
S00137804,37,0
S00137805,0,72
S00137806,51,0
S00137807,49,0
S00137808,62,0
S00137809,0,68
S00137810,56,0
S00137811,65,0
S00137812,48,0
S00137813,71,0
S00137814,55,0
S00137815,58,0
S00137816,41,0
S00137817,56,0
S00137818,63,0
S00137819,43,0
S00137820,0,32
S00137821,63,0
S00137822,0,44
S00137823,41,0
S00137824,55,0
S00137825,74,0
S00137826,55,0
S00137827,57,0
S00137828,46,0
S00137829,47,0
S00137830,65,0
S00137831,49,0
S00137832,63,0
S00137833,37,0
S00137834,46,0
S00137835,43,0
S00137836,67,0
S00137837,52,0
S00137838,54,0
S00137839,42,0
S00137840,57,0
S00137841,60,0
S00137842,60,0
S00137843,51,0
S00137844,30,0
S00137845,0,46
S00137846,53,0
S00137847,56,0
S00137848,71,0
S00137849,66,0
S00137850,57,0
S00137851,41,0
S00137852,55,0
S00137853,36,0
S00137854,59,0
S00137855,0,78
S00137856,47,0
S00137857,44,0
S00137858,84,0
S00137859,0,48
S00137860,54,0
S00137861,74,0
S00137862,64,0
S00137863,56,0
S00137864,35,0
S00137865,0,72
S00137866,71,0
S00137867,52,0
S00137868,40,0
S00137869,62,0
S00137870,42,0
S00137871,68,0
S00137872,0,31
S00137873,58,0
S00137874,55,0
S00137875,52,0
S00137876,0,54
S00137877,88,0
S00137878,46,0
S00137879,51,0
S00137880,52,0
S00137881,27,0
S00137882,0,61
S00137883,84,0
S00137884,40,0
S00137885,47,0
S00137886,46,0
S00137887,0,74
S00137888,48,0
S00137889,42,0
S00137890,81,0
S00137891,69,0
S00137892,52,0
S00137893,48,0
S00137894,54,0
S00137895,48,0
S00137896,52,0
S00137897,61,0
S00137898,0,51
S00137899,67,0
S00137900,75,0
S00137901,43,0
S00137902,42,0
S00137903,67,0
S00137904,44,0
S00137905,74,0
S00137906,51,0
S00137907,60,0
S00137908,0,34
S00137909,0,69
S00137910,0,49
S00137911,80,0
S00137912,43,0
S00137913,41,0
S00137914,47,0
S00137915,0,74
S00137916,31,0
S00137917,63,0
S00137918,82,0
S00137919,48,0
S00137920,59,0
S00137921,66,0
S00137922,56,0
S00137923,56,0
S00137924,68,0
S00137925,0,31
S00137926,60,0
S00137927,55,0
S00137928,27,0
S00137929,76,0
S00137930,37,0
S00137931,43,0
S00137932,65,0
S00137933,40,0
S00137934,53,0
S00137935,35,0
S00137936,71,0
S00137937,58,0
S00137938,32,0
S00137939,38,0
S00137940,0,68
S00137941,0,34
S00137942,69,0
S00137943,54,0
S00137944,35,0
S00137945,30,0
S00137946,28,0
S00137947,55,0
S00137948,61,0
S00137949,63,0
S00137950,0,36
S00137951,52,0
S00137952,53,0
S00137953,71,0
S00137954,0,52
S00137955,47,0
S00137956,0,51
S00137957,44,0
S00137958,0,48
S00137959,0,53
S00137960,43,0
S00137961,0,76
S00137962,0,46
S00137963,0,42
S00137964,0,67
S00137965,0,47
S00137966,0,62
S00137967,0,63
S00137968,0,41
S00137969,0,40
S00137970,0,71
S00137971,0,43
S00137972,0,43
S00137973,0,73
S00137974,0,58
S00137975,0,34
S00137976,0,52
S00137977,0,56
S00137978,0,69
S00137979,0,34
S00137980,0,29
S00137981,0,44
S00137982,0,52
S00137983,0,52
S00137984,0,41
S00137985,0,37
S00137986,0,71
S00137987,0,63
S00137988,0,58
S00137989,0,44
S00137990,0,55
S00137991,0,46
S00137992,0,37
S00137993,0,65
S00137994,0,49
S00137995,0,60
S00137996,0,33
S00137997,69,0
S00137998,0,44
S00137999,45,0
S00138000,0,56
S00138001,63,0
S00138002,49,0
S00138003,71,0
S00138004,69,0
S00138005,0,64
S00138006,48,0
S00138007,41,0
S00138008,73,0
S00138009,75,0
S00138010,0,46
S00138011,65,0
S00138012,57,0
S00138013,67,0
S00138014,43,0
S00138015,67,0
S00138016,53,0
S00138017,69,0
S00138018,45,0
S00138019,44,0
S00138020,55,0
S00138021,54,0
S00138022,44,0
S00138023,65,0
S00138024,63,0
S00138025,0,64
S00138026,61,0
S00138027,0,40
S00138028,0,80
S00138029,49,0
S00138030,85,0
S00138031,76,0
S00138032,74,0
S00138033,63,0
S00138034,0,51
S00138035,81,0
S00138036,0,29
S00138037,54,0
S00138038,30,0
S00138039,42,0
S00138040,44,0
S00138041,0,48
S00138042,0,63
S00138043,61,0
S00138044,45,0
S00138045,69,0
S00138046,72,0
S00138047,0,68
S00138048,0,34
S00138049,0,59
S00138050,0,68
S00138051,0,55
S00138052,0,58
S00138053,0,41
S00138054,0,85
S00138055,0,49
S00138056,0,48
S00138057,0,48
S00138058,0,55
S00138059,0,73
S00138060,0,28
S00138061,0,39
S00138062,0,85
S00138063,0,34
S00138064,0,30
S00138065,0,31
S00138066,0,58
S00138067,0,29
S00138068,0,40
S00138069,0,78
S00138070,0,41
S00138071,0,37
S00138072,0,36
S00138073,0,89
S00138074,0,58
S00138075,0,47
S00138076,0,50
S00138077,0,32
S00138078,0,36
S00138079,0,59
S00138080,0,58
S00138081,0,54
S00138082,0,62
S00138083,0,34
S00138084,0,39
S00138085,0,72
S00138086,0,57
S00138087,0,63
S00138088,0,47
S00138089,0,72
S00138090,0,53
S00138091,0,65
S00138092,0,64
S00138093,0,39
S00138094,0,60
S00138095,0,36
S00138096,0,61
S00138097,0,40
S00138098,0,59
S00138099,0,47
S00138100,0,65
S00138101,0,46
S00138102,0,33
S00138103,0,55
S00138104,0,30
S00138105,0,48
S00138106,0,66
S00138107,0,47
S00138108,0,44
S00138109,0,56
S00138110,0,63
S00138111,0,53
S00138112,0,63
S00138113,0,61
S00138114,0,39
S00138115,0,86
S00138116,0,55
S00138117,0,66
